PropertyName,PropertySubName,LocationAdvantages,Link,PriceDetails,TopFacilities
Adani M2K Oyster Grande,"3, 4, 5 BHK Apartment in Sector 102, Gurgaon","{'prime scholars international school': '0.8 km', 'dwarka expy, dhanwapur village': '3 km', 'wtc plaza': '4.5 km', 'shri balaji’s multispeciality hospital': '5.9 km', 'euro international school, sector 37d': '6.3  km', 'delhi public school, sector 103': '2.8 km', 'sgt university': '9 km', 'park inn, gurgaon': '10.3 km', 'dlf world tech park': '13 km', 'star mall': '13.7 km', 'indira gandhi intl airport': '22.8 km'}",https://www.99acres.com/adani-m2k-oyster-grande-sector-102-gurgaon-npxid-r4904,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,689 - 2,598 sq.ft.', 'price-range': '₹ 1.5 - 2.6 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,188 - 4,750 sq.ft.', 'price-range': '₹ 2.9 - 4.6 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,790 - 7,283 sq.ft.', 'price-range': '₹ 5.2 - 6.77 Cr'}}","['Swimming Pool', 'Changing Area', 'School', 'Salon', 'ATM', 'Aerobics Centre', 'Card Room', 'Solar Water Heating', 'Waiting Lounge']"
G99,"Land in Sector 99, Gurgaon","{'the hive shopping mall': '1.4 km', 'imperial heritage school': '2.1 km', 'dwarka expressway': '5 km', 'yashroop hospital': '5.3 km', 'ramgarh farms & resort': '6.1 km', 'dpg institute of technology': '9.5 km', 'skyjumper trampoline park': '11.3 km', 'nh-8, imt manesar': '15.4 km', 'imt manesar': '15.5 km', 'indira gandhi international airport': '27.7 km'}",https://www.99acres.com/g99-sector-99-gurgaon-npxid-r1561,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,322 - 6,300 sq.ft.', 'price-range': '₹ 3.87 - 10.5 Cr'}}","['Milk Booth', 'Manicured Garden', 'Swimming Pool', 'Football', 'Flower Garden', 'School', 'Restaurant', 'Pergola', 'Skating Rink']"
Emaar MGF Emerald Floors Premier,"3, 4 BHK Independent Floor in Sector 65, Gurgaon","{'worldmark gurgaon': '0.4 km', 'sohna road': '3.2 km', 'lemon tree hotel': '3.9 km', 'ck birla hospital': '5.2 km', 'golf course road': '5.6 km', 'delhi international airport': '23.4 km'}",https://www.99acres.com/emaar-mgf-emerald-floors-premier-sector-65-gurgaon-npxid-r652,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,600 - 1,650 sq.ft.', 'price-range': '₹ 1.9 - 2.8 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,975 sq.ft.', 'price-range': '₹ 2.45 - 3.5 Cr'}}","['Clinic', 'Swimming Pool', 'School', 'Piped Gas', 'Creche/Day care', 'Theatre', 'Shopping Centre', 'Lawn Tennis Court', 'Jogging Track']"
ROF Insignia Park,"Land, 3 BHK Independent Floor in Sector 93 Gurgaon","{'yaduvanshi shiksha niketan': '1.4 km', 'aarvy hospital': '2.5 km', 'royal institute of science and mgt': '3 km', 'dwarka expy': '4.1 km', 'newtown square mall': '4.4 km', 'garhi harsaru junction': '3.9 km', 'manesar golf course': '7.6 km', 'holiday inn gurugram sector 90': '2.3 km', 'tau devilal sports complex': '15.5 km', 'nh 352w': '1.5 km', 'eros corporate park': '6.8 km', 'indira gandhi international airport': '31 km', 'nakhrola stadium': '6 km', ""oyster's water park"": '21.1 km'}",https://www.99acres.com/rof-insignia-park-sector-93-gurgaon-npxid-r383406,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,500 - 1,526 sq.ft.', 'price-range': '₹ 1.33 - 1.35 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,170 - 1,530 sq.ft.', 'price-range': '₹ 1.5 - 1.96 Cr'}}","['Swimming Pool', 'Skating Rink', 'Grocery Shop', 'Gazebo', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court']"
DLF The Ultima,"3, 4 BHK Apartment in Sector 81, Gurgaon","{'miracles apollo cradle hospital': '0.7 km', 'manesar road': '1 km', 'vatika town square-inxt': '2.7 km', 'nh 48': '2.8 km', 'euro international school, sec 84': '3.2 km', 'garhi harsaru junction': '7 km', 'sgt university': '14.4 km', 'huda metro station (gurugram)': '19.5 km', 'indira gandhi intl airport': '29.4 km'}",https://www.99acres.com/dlf-the-ultima-sector-81-gurgaon-npxid-r7182,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,911 - 2,132 sq.ft.', 'price-range': '₹ 1.43 - 2.25 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,500 - 3,035 sq.ft.', 'price-range': '₹ 2.2 - 3.59 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Theater Home', 'Football', 'Bar/Chill-Out Lounge', 'Flower Garden', 'Reading Lounge', 'Golf Course', 'Changing Area']"
Indiabulls Enigma,"4, 5 BHK Apartment in Sector 110, Gurgaon","{'dwarka expressway': '0.1 km', 'infinitys badminton academy': '1.1 km', 'sanskar bharti public school': '1.5 km', 'gurgaon railway station': '3.4 km', 'gurgaon dreamz mall': '4.7 km', 'manipal hospital, gurugram': '5.7 km', 'the northcap university': '6.3 km', 'huda market, sector 14': '8 km', 'delhi gurgaon expressway': '8.4 km', 'f9 go karting gurgaon': '9.2 km', 'scc rooftop drive-in': '10.2 km', 'dwarka sector 21 metro station': '10.4 km', 'the oberoi, gurgaon': '11.3 km', 'fun n food village': '12.9 km', 'indira gandhi international airport': '18.9 km'}",https://www.99acres.com/indiabulls-enigma-sector-110-gurgaon-npxid-r31904,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,265 - 3,900 sq.ft.', 'price-range': '₹ 3.28 - 3.92 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,265 - 7,500 sq.ft.', 'price-range': '₹ 2.77 - 6.36 Cr'}}","['Swimming Pool', 'Aerobics Centre', 'Barbecue', 'Restaurant', 'Pergola', 'Spa', 'Pool Table', 'Cafeteria', 'Sun Deck']"
Experion The Westerlies,"4, 5 BHK Villa, Land in Sector 108, Gurgaon","{'euro intl school, sector- 109': '2.4 km', 'aryan hospital': '6.6 km', 'wtc plaza': '1.5 km', 'the northcap university': '9.1 km', 'the shikshiyan school': '1.1 km', 'indira gandhi intl airport': '19.6 km', 'tau devilal sports complex': '10.2 km', 'dlf corporate park': '15.8 km', 'hamoni golf camp': '10.4 km'}",https://www.99acres.com/experion-the-westerlies-sector-108-gurgaon-npxid-r18410,"{'4 BHK': {'building_type': 'Villa', 'area_type': 'Carpet Area', 'area': '1,935 - 2,259 sq.ft.', 'price-range': 'Price on Request'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Carpet Area', 'area': '3,222 - 4,968 sq.ft.', 'price-range': 'Price on Request'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '346.54 - 10,839.26 sq.ft.', 'price-range': '₹ 2.06 - 49.62 Cr'}}","['Swimming Pool', 'Reflexology Park', 'Barbecue', 'Terrace Garden', 'Gazebo', 'Fountain', 'Sun Deck', 'Amphitheatre', 'Power Back up Lift']"
Hero Homes,"2, 3 BHK Apartment in Sector 104, Gurgaon","{'gurugram railway station': '1.1 km', 'dwarka expressway': '1.6 km', 'kings international school': '2.6 km', 'huda market': '3 km', 'basai metro station': '3.9 km', 'aryan hospital': '4.7 km', 'igi airport': '21.3 km'}",https://www.99acres.com/hero-homes-sector-104-gurgaon-npxid-r318679,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,099 sq.ft.', 'price-range': '₹ 1.05 - 1.6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,359 - 1,689 sq.ft.', 'price-range': '₹ 1.36 - 2.46 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Reflexology Park', 'Card Room', 'Barbecue', 'Restaurant', 'Sauna', 'Spa']"
Central Park Flower Valley Mikasa Plots,"Land in Sector-33 Sohna, Gurgaon","{'lemon tree hotel': '1.3km', 'igi airport': '20.5km', 'gurugram public school': '4.1km', 'cbr cricket ground': '3.5km', 'swastik multispeciality hospital': '2.3km', 'scc drive-in cinema': '2.8km', 'rapid metro sector 55-56': '3.1km'}",https://www.99acres.com/central-park-flower-valley-mikasa-plots-sector-33-sohna-gurgaon-npxid-r308685,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,620 - 9,000 sq.ft.', 'price-range': '₹ 1.01 - 5.6 Cr'}}","['Bowling Alley', 'Concierge Service', 'Swimming Pool', 'Lounge', 'Medical Centre', 'Laundry', 'Flower Garden', 'Reflexology Park', 'Golf Course']"
M3M Skywalk,"2, 3 BHK Apartment in Sector 74, Gurgaon","{'omaxe gurgaon mall': '5.6 km', 'kunskapsskolan school': '5.7 km', 'omaxe celebration mall': '6.8 km', 'gurgaon - delhi expy, sector 75a': '7.9 km', 'park hospital': '9 km', 'gurugram university': '10.6 km', 'indira gandhi intl airport': '25.3 km'}",https://www.99acres.com/m3m-skywalk-sector-74-gurgaon-npxid-r368291,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,124.8 - 1,345.6 sq.ft.', 'price-range': '₹ 2.45 - 2.95 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,614.4 - 1,625.6 sq.ft.', 'price-range': '₹ 3.53 - 3.57 Cr'}}","['Concierge Service', 'Swimming Pool', 'Lounge', 'Golf Course', 'Changing Area', 'Aerobics Centre', 'Restaurant', 'High Speed Elevators', 'Waiting Lounge']"
Ireo The Grand Arch,"2, 3, 4 BHK Apartment in sector 58, Gurgaon","{'international tech park gurgaon': '1.5 km', 'grand hyatt gurgaon': '1.4 km', 'w pratiksha hospital': '3.7 km', 'shalom presidency school': '3.7 km', 'sector 55-56 rapid metro': '3.7 km', 'paras trinity mall': '3.5 km', 'sushant university': '5.3 km', 'rajesh pilot road': '2.9 km', 'jinga lala theme park gurgaon delhi': '2.7 km', 'indira gandhi international airport': '21.1 km', 'teri golf course': '5.1 km', 'tau devilal sports complex': '11.7 km'}",https://www.99acres.com/ireo-the-grand-arch-sector-58-gurgaon-npxid-r659,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,375 sq.ft.', 'price-range': '₹ 2.3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,156 sq.ft.', 'price-range': '₹ 3.61 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,857 sq.ft.', 'price-range': '₹ 4.78 Cr'}}","['Bowling Alley', 'Swimming Pool', 'Football', 'Restaurant', 'Waiting Lounge', 'Piped Gas', 'Water Softener Plant', 'Creche/Day care', 'Squash Court']"
JMS The Nation,"Land in Sector 95, Gurgaon","{'pataudi rd, sector 95b': '1.1 km', 'reliance trends newtown square mall': '2.8 km', 'rps international school': '3.9 km', 'aarvy healthcare super speciality': '4.1 km', 'sgt university': '12.8 km', 'indira gandhi intl airport': '33.4 km'}",https://www.99acres.com/jms-the-nation-sector-95-gurgaon-npxid-r389082,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,080 - 1,611 sq.ft.', 'price-range': '₹ 91.8 L - 2.15 Cr'}}","['Yoga/Meditation Area', 'Gated Community', ""Children's Play Area""]"
Imperia The Esfera,"2, 3, 4 BHK Apartment in Sector 37C, Gurgaon","{'approved sector 37 mero station': '0.5 km', 'signature hospital': '0.5 km', 'suncity school': '0.5 km', 'xavier’s international': '0.5 km', 'alpine school': '2 km', 'esplanade mall': '0.4 km', 'sector 10 market': '3.1 km', 'dwarka expressway': '4.5 km'}",https://www.99acres.com/imperia-the-esfera-sector-37c-gurgaon-npxid-r1580,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,578 sq.ft.', 'price-range': '₹ 76 - 94.68 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,815 - 2,035 sq.ft.', 'price-range': '₹ 87.99 L - 1.09 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,600 sq.ft.', 'price-range': '₹ 1.27 - 1.56 Cr'}}","['Food Court', 'Swimming Pool', 'Reading Lounge', 'Aerobics Centre', 'Restaurant', 'Water Softener Plant', 'Property Staff', 'Banquet Hall', 'Library']"
Ramprastha Primera,"3 BHK Apartment in Sector 37D, Gurgaon","{'dwarka expressway': '1.9 km', 'jms marine square mall': '4.3 km', 'blue bells public school': '4.5 km', 'delhi jaipur expressway': '5 km', 'infinity business park': '9.9 km', 'sgt university': '10 km', 'medanta the medicity': '10.2 km', 'holiday inn gurugram sector 90': '10.5 km', 'huda market': '13.6 km', 'indira gandhi international airport': '24.5 km'}",https://www.99acres.com/ramprastha-primera-sector-37d-gurgaon-npxid-r4640,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,695 - 1,800 sq.ft.', 'price-range': '₹ 1.22 - 1.96 Cr'}}","['Swimming Pool', 'Water Softener Plant', 'Theatre', 'Shopping Centre', 'Video Door Security', 'Multipurpose Court', 'Vastu Compliant', 'Multipurpose Hall', 'Yoga/Meditation Area']"
Experion The Heartsong,"2, 3, 4, 5 BHK Apartment in Sector 108, Gurgaon","{'galleria 108 mall': '0.65 km', 'the shikshiyan school': '0.75 km', 'dwarka expressway': '3 km', 'manipal hospital': '8.5 km', 'skyjumper trampoline park': '12.1 km', 'vivanta new delhi, dwarka': '13.3 km', 'fun n food village': '14.1 km', 'central peripheral road': '14.8 km', 'indira gandhi international airport': '20.5 km'}",https://www.99acres.com/experion-the-heartsong-sector-108-gurgaon-npxid-r6502,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '721.19 - 734.43 sq.ft.', 'price-range': '₹ 95 - 96.71 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '974.68 - 1,302.01 sq.ft.', 'price-range': '₹ 1.16 - 1.66 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,598.78 - 2,255.49 sq.ft.', 'price-range': '₹ 1.84 - 2.59 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,747 - 4,801 sq.ft.', 'price-range': 'Price on Request'}}","['Manicured Garden', 'Bus Shelter', 'Clinic', 'Natural Pond', 'Car wash area', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Reading Lounge']"
DLF New Town Heights 2,"2, 3, 4 BHK Apartment, 4 BHK Villa, 4 BHK Independent Floor in Sector 86, Gurgaon","{'bharat ram global school': 'within 290m', 'canara bank atm': 'within 900m', 'yes bank': 'within 1.2km', 'arc hospital': 'within 1.3km', 'canara bank': 'within 1.4km', 'axis bank atm': 'within 1.4km', 'city square': 'within 1.6km', 'shishu kalyan school': 'within 2.1km', 'vatika town square': 'within 5.3km', 'rathore imt hospital': 'within 5.9km', 'dsd college': 'within 6.1km', 'patil station': 'within 10.7km', 'amity university': 'within 17.9km', 'icfai university': 'within 18.2km', 'indira gandhi airport': 'within 33.4km'}",https://www.99acres.com/dlf-new-town-heights-2-sector-86-gurgaon-npxid-r23690,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,305 - 1,615 sq.ft.', 'price-range': '₹ 80.28 L - 1.73 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,762 - 2,051 sq.ft.', 'price-range': '₹ 1 - 2.2 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,194 - 3,307 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Pergola', 'Piped Gas', 'Grocery Shop', 'Cafeteria', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court']"
DLF The Primus,"3, 4 BHK Apartment in Sector 82A, Gurgaon","{'sapphire 83': '1km', 'cambridge montessori': '1.4km', 'hyatt regency': '1.9km', 'nh 48': '2km', 'miracles apollo hospital': '3.3km', 'garhi harsaru junction': '9.6km', 'igi airport': '26.9km'}",https://www.99acres.com/dlf-the-primus-sector-82a-gurgaon-npxid-r4470,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,799 - 2,086 sq.ft.', 'price-range': '₹ 1.6 - 2.2 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,273 - 2,576 sq.ft.', 'price-range': '₹ 1.99 - 2.85 Cr'}}","['Swimming Pool', 'School', 'Aerobics Centre', 'Restaurant', 'Pergola', 'Waiting Lounge', 'Sauna', 'Steam Room', 'Squash Court']"
DLF The Skycourt,"3 BHK Apartment in Sector 86, Gurgaon","{'holiday inn hotel sector 90': '1.7 km', 'rao bharat singh international school': '2.3 km', 'aarvy healthcare': '3.2 km', 'nh-8, imt manesar': '8.7 km', 'imt manesar': '5.9 km', 'sapphire 83 mall': '6.1 km', 'national tennis academy sector 98': '7.2 km', 'dpg institute of technology': '13.3 km', 'indira gandhi international airport': '31.6 km', 'aapno ghar': '9.4 km'}",https://www.99acres.com/dlf-the-skycourt-sector-86-gurgaon-npxid-r6136,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,846 - 1,930 sq.ft.', 'price-range': '₹ 1.4 - 1.7 Cr'}}","['Swimming Pool', 'Flower Garden', 'School', 'Solar Lighting', 'Card Room', 'Solar Water Heating', 'Restaurant', 'Terrace Garden', 'Piped Gas']"
Central Park Resorts,"2, 3, 4 BHK Apartment in Sector 48, Gurgaon","{'park hospital': '4.3km', 'omaxe celebration mall': '4.4km', 'gd goenka public school': '4.6km', 'cambridge college of education': '4.7km', 'gurugram university': '6.5km', 'huda metro station': '7.4km', 'basai dhankot': '9.2km', 'iffco chowk': '10.9km', 'indira gandhi int. airport': '22.5km'}",https://www.99acres.com/central-park-resorts-sector-48-gurgaon-npxid-r6802,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,255 - 1,676 sq.ft.', 'price-range': '₹ 2.75 - 5.48 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,700 - 3,464 sq.ft.', 'price-range': '₹ 3.65 - 11.32 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,800 - 4,615 sq.ft.', 'price-range': '₹ 9.75 - 15.08 Cr'}}","['Swimming Pool', 'Golf Course', 'ATM', 'Restaurant', 'Waiting Lounge', 'Cafeteria', 'Shopping Centre', 'Video Door Security', 'Multipurpose Court']"
Suncity Avenue 76,"2 BHK Apartment in Sector 76, Gurgaon","{'hyatt regency gurgaon': '4.5 km', 'euro international school, sector 84': '6.4 km', 'omaxe gurgaon mall': '6.5 km', 'park hospital': '7.8 km', 'gurugram university': '10.3 km', 'indira gandhi intl airport': '26.5 km'}",https://www.99acres.com/suncity-avenue-76-sector-76-gurgaon-npxid-r343747,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '582.33 - 635.07 sq.ft.', 'price-range': '₹ 44 - 48.01 L'}}","['School', 'High Speed Elevators', 'Creche/Day care', 'Shopping Centre', 'Cricket Pitch', 'Amphitheatre', 'Earthquake Resistant', 'Power Back up Lift', 'Party Lawn']"
International City by Sobha Phase 1,"3, 4, 5 BHK Villa in Sector 109, Gurgaon","{'the shikshiyan school': '2.9 km', 'dharampeth main road': '3.3 km', 'dwarka expressway': '3.7 km', 'luxus haritma resort': '4.2 km', 'bsf golf course': '4.7 km', ""rion's hospital"": '5.7 km', 'gurgaon railway station': '6.2 km', 'the northcap university': '8.1 km', 'dwarka sector 21 metro station': '9.9 km', 'pacific d21 mall': '10 km', ""oyster's water park"": '15.1 km', 'the executive centre': '16.9 km', 'indira gandhi international airport': '17.7 km'}",https://www.99acres.com/international-city-by-sobha-phase-1-sector-109-gurgaon-npxid-r1204,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,153 sq.ft.', 'price-range': '₹ 3.4 - 3.5 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,147 - 3,854 sq.ft.', 'price-range': '₹ 3.4 - 4.16 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,036 - 7,330 sq.ft.', 'price-range': '₹ 5.43 - 7.9 Cr'}}","['Infinity Pool', 'Swimming Pool', 'Salon', 'Aerobics Centre', 'Card Room', 'Restaurant', 'Terrace Garden', 'Pergola', 'Sauna']"
Ambience Creacions,"2, 3, 4, 5 BHK Apartment in Sector 22, Gurgaon","{'old delhi gurgaon road': '0.061 km', 'hyatt place gurgaon udyog vihar': '0.65 km', 'rotary public school': '0.85 km', 'candor techspace': '1.3 km', 'the northcap university': '2.6 km', 'hamoni golf camp': '2.7 km', 'fun n food waterpark': '3.2 km', 'manipal hospital, palam vihar': '3.4 km', 'gurgaon - delhi expy': '4.8 km', 'ambience mall': '5.3 km', 'moulsari avenue': '6.2 km', 'gurgaon railway station': '8.3 km', 'tau devilal sports complex': '8.8 km', 'indira gandhi international airport': '11 km'}",https://www.99acres.com/ambience-creacions-sector-22-gurgaon-npxid-r39908,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,380 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,860 - 4,800 sq.ft.', 'price-range': '₹ 2.78 - 7.2 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,975 - 8,297 sq.ft.', 'price-range': '₹ 5.87 - 12.45 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '9,838 - 10,000 sq.ft.', 'price-range': '₹ 14.76 - 15 Cr'}}","['Doctor on Call', 'Bus Shelter', 'Food Court', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Medical Centre', 'Flower Garden']"
