price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
2.25,3.0,4.0,3+,low floor,relatively new,sector 104,flat,2150.0,yes,no,semifurnished,luxrious
2.55,4.0,4.0,3+,high floor,relatively new,sector 104,flat,1950.0,yes,no,unfurnished,luxrious
1.15,2.0,2.0,3,mid floor,relatively new,sector 103,flat,1184.8,no,no,semifurnished,luxrious
1.45,3.0,3.0,3+,mid floor,old property,sector 56,flat,1800.0,yes,yes,unfurnished,luxrious
2.6,4.0,4.0,3+,hometop,relatively new,sector 104,flat,2950.0,yes,no,semifurnished,luxrious
1.55,3.0,4.0,3,mid floor,relatively new,sector 102,flat,1022.5705,yes,no,semifurnished,luxrious
1.2,2.0,2.0,3,mid floor,moderately old,sector 70,flat,1136.0,no,no,unfurnished,normal
1.55,3.0,3.0,3,mid floor,relatively new,sector 70,flat,1161.0,yes,yes,unfurnished,normal
1.65,3.0,4.0,3,mid floor,relatively new,sector 70,flat,1161.0,yes,no,semifurnished,normal
1.05,2.0,2.0,3,mid floor,relatively new,sector 85,flat,1312.0,no,no,unfurnished,normal
1.29,3.0,3.0,3,mid floor,relatively new,sector 90,flat,1430.0,no,no,unfurnished,luxrious
0.56,2.0,2.0,2,groundfloor,relatively new,sector 67,flat,700.0,no,no,unfurnished,normal
1.26,3.0,3.0,2,high floor,relatively new,sector 90,flat,1395.2,no,no,unfurnished,low
1.91,4.0,6.0,3,mid floor,relatively new,sector 85,flat,3800.0,yes,no,unfurnished,luxrious
2.2,4.0,6.0,3,mid floor,relatively new,sector 85,flat,3950.0,yes,no,unfurnished,luxrious
1.98,3.0,4.0,3,high floor,relatively new,sector 85,flat,2408.0,no,no,unfurnished,luxrious
1.11,2.0,2.0,3,mid floor,relatively new,sector 85,flat,1640.0,no,no,unfurnished,luxrious
2.25,3.0,4.0,3+,high floor,relatively new,sector 81,flat,2092.0,yes,no,furnished,luxrious
1.05,3.0,3.0,3,mid floor,relatively new,sector 84,flat,1550.0,no,no,unfurnished,luxrious
2.6,4.0,4.0,3+,low floor,relatively new,sector 82,flat,1340.0,no,no,unfurnished,normal
1.04,2.0,2.0,3,high floor,new property,sector 85,flat,1250.0,no,no,unfurnished,luxrious
1.25,3.0,3.0,2,high floor,relatively new,sector 90,flat,1395.2,no,no,unfurnished,low
3.4,3.0,3.0,2,high floor,relatively new,sector 112,flat,2241.6,no,no,semifurnished,luxrious
1.25,3.0,3.0,3,high floor,moderately old,sector 90,flat,1362.4,yes,no,unfurnished,normal
0.42,2.0,2.0,1,mid floor,new property,sector 86,flat,501.0,yes,yes,unfurnished,normal
0.75,2.0,2.0,2,high floor,relatively new,sector 83,flat,1020.0,no,no,semifurnished,semi_luxrious
1.7,4.0,4.0,3+,high floor,moderately old,sector 90,flat,1772.0,yes,no,unfurnished,normal
0.87,2.0,2.0,2,mid floor,relatively new,sector 91,flat,1000.0,no,no,unfurnished,semi_luxrious
1.25,3.0,3.0,3,high floor,moderately old,sector 90,flat,1200.0,yes,no,unfurnished,semi_luxrious
2.35,3.0,4.0,3+,high floor,relatively new,sector 81,flat,1100.0,yes,no,unfurnished,semi_luxrious
1.73,3.0,4.0,3+,high floor,relatively new,sector 104,flat,1832.0,yes,no,unfurnished,luxrious
0.97,2.0,2.0,3,mid floor,new property,sector 106,flat,1100.0,no,yes,semifurnished,luxrious
1.35,4.0,4.0,3+,high floor,relatively new,sector 106,flat,1850.0,yes,yes,semifurnished,luxrious
1.32,3.0,5.0,3,high floor,new property,sector 99,flat,1500.0,yes,no,unfurnished,semi_luxrious
0.71,2.0,2.0,3,mid floor,relatively new,sohna road,flat,1020.0,no,no,unfurnished,luxrious
0.78,2.0,2.0,2,mid floor,relatively new,sohna road,flat,1165.6,no,no,semifurnished,luxrious
5.5,3.0,4.0,3,low floor,relatively new,sector 65,flat,2388.0,yes,no,unfurnished,normal
2.3,3.0,4.0,3+,high floor,relatively new,sector 81,flat,1600.0,yes,no,furnished,luxrious
0.43,2.0,2.0,2,mid floor,relatively new,sector 95,flat,1020.0,no,no,unfurnished,luxrious
0.98,2.0,2.0,3,mid floor,relatively new,sector 107,flat,1056.0,no,no,semifurnished,luxrious
0.8,2.0,2.0,3+,mid floor,relatively new,sector 107,flat,1055.0,no,yes,semifurnished,luxrious
2.65,4.0,4.0,3+,mid floor,relatively new,sector 104,flat,2520.0,yes,no,unfurnished,luxrious
2.35,3.0,3.0,2,low floor,old property,sector 43,flat,1405.0,no,no,semifurnished,semi_luxrious
1.29,3.0,3.0,3+,low floor,relatively new,sector 107,flat,1460.0,no,yes,semifurnished,luxrious
1.83,3.0,4.0,3+,mid floor,relatively new,sector 104,flat,1750.0,yes,no,unfurnished,luxrious
1.39,3.0,4.0,3+,mid floor,relatively new,sector 107,flat,1780.0,yes,yes,semifurnished,luxrious
1.12,3.0,3.0,2,low floor,relatively new,sector 83,flat,1126.0,yes,yes,semifurnished,luxrious
0.65,2.0,2.0,2,mid floor,relatively new,sector 108,flat,1092.0,no,yes,semifurnished,luxrious
1.5,3.0,4.0,3+,low floor,relatively new,sector 91,flat,1325.0,yes,no,unfurnished,luxrious
1.9,4.0,4.0,3,mid floor,relatively new,sector 91,flat,2179.2000000000003,yes,no,unfurnished,luxrious
2.35,3.0,3.0,3,mid floor,moderately old,sector 50,flat,1850.0,no,no,semifurnished,luxrious
0.6,1.0,1.0,1,mid floor,moderately old,sector 2,flat,588.0,no,no,semifurnished,semi_luxrious
2.0,3.0,3.0,1,high floor,old property,sector 28,flat,1096.0,no,no,semifurnished,semi_luxrious
1.57,2.0,2.0,3+,mid floor,relatively new,sector 74,flat,1100.0,no,no,unfurnished,luxrious
1.44,3.0,3.0,3+,mid floor,new property,sector 37,flat,1990.0,yes,no,unfurnished,normal
1.26,3.0,3.0,3,low floor,new property,sector 37,flat,965.0,no,no,unfurnished,low
1.05,2.0,2.0,2,high floor,new property,sector 68,flat,1000.0,no,no,semifurnished,luxrious
6.44,4.0,4.0,3,mid floor,moderately old,sector 53,flat,2712.0,yes,no,semifurnished,semi_luxrious
7.56,4.0,4.0,3+,high floor,relatively new,sector 62,flat,4200.0,yes,yes,semifurnished,semi_luxrious
3.8,3.0,3.0,3+,low floor,moderately old,sector 43,flat,2450.032,yes,yes,semifurnished,semi_luxrious
6.75,4.0,4.0,2,mid floor,moderately old,sector 54,flat,1534.0,yes,no,furnished,luxrious
0.65,2.0,2.0,3,high floor,relatively new,sector 90,flat,1075.0,no,no,semifurnished,normal
1.75,3.0,4.0,3+,mid floor,relatively new,sector 109,flat,1720.0,yes,no,unfurnished,luxrious
1.54,3.0,4.0,3+,mid floor,old property,sector 56,flat,1850.0,yes,no,semifurnished,semi_luxrious
1.4,3.0,3.0,3,low floor,relatively new,sector 102,flat,1320.0,yes,no,semifurnished,semi_luxrious
0.97,2.0,2.0,2,high floor,relatively new,sector 102,flat,732.0,no,no,unfurnished,semi_luxrious
1.35,2.0,2.0,2,mid floor,relatively new,sector 102,flat,1087.2,no,no,unfurnished,semi_luxrious
1.75,3.0,4.0,3+,high floor,relatively new,sector 102,flat,1553.6,yes,no,semifurnished,semi_luxrious
2.2,4.0,6.0,3+,low floor,relatively new,sector 103,flat,2300.0,yes,no,semifurnished,semi_luxrious
2.45,3.0,3.0,3,high floor,relatively new,sector 108,flat,1320.0,no,no,unfurnished,normal
1.5,4.0,6.0,3+,high floor,relatively new,sector 106,flat,1403.0,yes,no,unfurnished,luxrious
2.4,3.0,4.0,3+,mid floor,relatively new,sector 113,flat,1730.0,yes,no,unfurnished,normal
2.45,3.0,3.0,3+,low floor,relatively new,sector 113,flat,1680.0,no,no,unfurnished,luxrious
3.0,3.0,3.0,3+,low floor,relatively new,sector 113,flat,2100.0,yes,no,unfurnished,luxrious
1.65,3.0,2.0,2,low floor,relatively new,sector 113,flat,1220.0,no,no,unfurnished,normal
0.88,2.0,2.0,3+,low floor,relatively new,sector 106,flat,1040.0,no,no,unfurnished,normal
0.88,2.0,2.0,3+,low floor,relatively new,sector 106,flat,845.0,no,no,unfurnished,normal
1.28,3.0,4.0,3+,high floor,relatively new,sector 106,flat,1130.0,yes,no,unfurnished,normal
1.34,4.0,5.0,3+,mid floor,relatively new,sector 106,flat,1403.0,yes,no,unfurnished,normal
1.32,4.0,5.0,3+,high floor,relatively new,sector 106,flat,1403.0,yes,no,unfurnished,normal
1.13,3.0,4.0,3+,high floor,relatively new,sector 106,flat,1130.0,yes,no,unfurnished,normal
1.38,4.0,5.0,3+,low floor,relatively new,sector 99,flat,1930.0,yes,no,unfurnished,normal
1.16,3.0,3.0,3,low floor,relatively new,sector 99,flat,1420.0,yes,no,unfurnished,normal
2.33,3.0,3.0,3,low floor,new property,sector 113,flat,1859.0,yes,no,unfurnished,luxrious
3.05,3.0,4.0,3,high floor,new property,sector 113,flat,2240.0,yes,no,unfurnished,luxrious
1.25,3.0,2.0,1,mid floor,relatively new,sector 83,flat,1461.9959536,yes,yes,furnished,luxrious
1.25,3.0,3.0,2,low floor,relatively new,sector 79,flat,862.1883899999999,no,yes,semifurnished,luxrious
1.05,3.0,3.0,2,high floor,relatively new,sector 83,flat,1404.0,yes,yes,semifurnished,luxrious
1.25,3.0,3.0,3,high floor,relatively new,sector 79,flat,863.910614,no,yes,unfurnished,luxrious
1.1,3.0,3.0,3,high floor,relatively new,sector 79,flat,863.910614,no,yes,semifurnished,luxrious
1.3,3.0,3.0,3,high floor,relatively new,sector 83,flat,1095.334464,yes,no,semifurnished,luxrious
2.28,4.0,4.0,3+,mid floor,relatively new,sector 84,flat,2600.0,yes,no,unfurnished,semi_luxrious
1.2,2.0,2.0,2,low floor,relatively new,sector 85,flat,970.0,yes,no,unfurnished,semi_luxrious
1.22,2.0,2.0,3,high floor,relatively new,sector 85,flat,916.0,no,no,unfurnished,semi_luxrious
1.1,2.0,2.0,3,high floor,relatively new,sector 85,flat,882.0,no,no,unfurnished,semi_luxrious
1.15,2.0,2.0,3,high floor,relatively new,sector 85,flat,961.0,no,yes,unfurnished,semi_luxrious
1.2,3.0,3.0,3,high floor,relatively new,sector 79,flat,867.2474229999999,no,yes,semifurnished,luxrious
1.4,3.0,3.0,3,low floor,relatively new,sector 83,flat,1095.334464,yes,yes,semifurnished,luxrious
1.1,3.0,3.0,2,mid floor,relatively new,sector 83,flat,1404.0,no,yes,semifurnished,luxrious
1.0,3.0,3.0,2,low floor,relatively new,sector 83,flat,1392.0,no,no,semifurnished,luxrious
1.52,3.0,4.0,3,high floor,relatively new,sector 84,flat,1500.0,yes,no,unfurnished,semi_luxrious
1.8,3.0,4.0,3,low floor,relatively new,sector 83,flat,1244.30684,yes,yes,semifurnished,luxrious
1.6,3.0,3.0,3+,mid floor,relatively new,sector 83,flat,1480.0,yes,yes,semifurnished,luxrious
1.55,3.0,4.0,3,high floor,relatively new,sector 79,flat,1071.330967,yes,no,semifurnished,luxrious
1.3,3.0,3.0,2,mid floor,relatively new,sector 79,flat,867.2474229999999,no,yes,unfurnished,luxrious
2.25,3.0,4.0,3+,mid floor,relatively new,sector 81,flat,2100.0,yes,no,semifurnished,luxrious
4.79,5.0,5.0,3+,high floor,relatively new,sector 49,flat,3292.0,yes,yes,unfurnished,normal
1.25,3.0,3.0,3,mid floor,relatively new,sector 90,flat,1600.0,no,no,semifurnished,normal
1.4,3.0,3.0,3+,mid floor,relatively new,sector 91,flat,1600.0,no,no,unfurnished,semi_luxrious
1.38,3.0,3.0,3+,mid floor,relatively new,sector 88,flat,2066.0,yes,no,unfurnished,semi_luxrious
1.3,3.0,3.0,3+,low floor,relatively new,sector 88,flat,1791.0,no,no,unfurnished,semi_luxrious
1.0,2.0,2.0,2,low floor,relatively new,sector 79,flat,1200.0,no,no,unfurnished,normal
1.0,2.0,2.0,3,mid floor,relatively new,sector 88,flat,1450.0,no,no,unfurnished,semi_luxrious
0.95,2.0,2.0,2,mid floor,relatively new,sector 88,flat,1307.0,no,no,unfurnished,semi_luxrious
1.85,2.0,3.0,3,high floor,relatively new,sector 66,flat,1251.0,yes,no,semifurnished,semi_luxrious
1.65,4.0,3.0,3,mid floor,relatively new,sector 77,flat,1560.0,yes,no,unfurnished,semi_luxrious
1.32,3.0,3.0,3,mid floor,relatively new,sector 107,flat,1554.4,no,no,unfurnished,luxrious
1.02,2.0,2.0,3,mid floor,relatively new,sector 107,flat,1227.2,no,no,unfurnished,luxrious
1.88,4.0,5.0,3,mid floor,relatively new,sector 109,flat,2444.0,no,no,unfurnished,semi_luxrious
2.15,3.0,4.0,3,high floor,relatively new,sector 102,flat,1719.2,yes,no,unfurnished,semi_luxrious
2.58,3.0,4.0,2,mid floor,moderately old,sector 111,flat,1760.0,yes,no,unfurnished,semi_luxrious
2.25,3.0,3.0,2,high floor,relatively new,sector 111,flat,1360.0,no,no,unfurnished,semi_luxrious
1.75,3.0,4.0,3+,mid floor,relatively new,sector 109,flat,1720.0,yes,no,unfurnished,semi_luxrious
0.93,2.0,3.0,3,mid floor,relatively new,sector 108,flat,1026.4,no,no,unfurnished,semi_luxrious
4.75,3.0,5.0,3+,low floor,relatively new,sector 112,flat,3010.4,yes,no,semifurnished,normal
1.72,3.0,4.0,3+,mid floor,relatively new,sector 79,flat,1300.0,yes,no,semifurnished,luxrious
6.75,4.0,4.0,3+,groundfloor,new property,sector 72,flat,3500.0,yes,no,semifurnished,luxrious
2.45,2.0,2.0,2,mid floor,new property,sector 62,flat,1000.0,no,no,furnished,luxrious
2.2,4.0,5.0,3+,low floor,relatively new,sector 85,flat,2249.6,no,no,unfurnished,semi_luxrious
5.25,4.0,4.0,3+,hometop,new property,sector 72,flat,2800.0,yes,no,semifurnished,luxrious
5.0,4.0,4.0,3+,low floor,new property,sector 72,flat,3500.0,yes,no,semifurnished,luxrious
5.0,4.0,4.0,3+,low floor,moderately old,sector 72,flat,3500.0,yes,yes,semifurnished,luxrious
2.7,3.0,4.0,3+,low floor,relatively new,sector 113,flat,1650.0,yes,no,semifurnished,normal
2.65,4.0,4.0,3+,high floor,moderately old,sector 48,flat,1750.0,yes,no,semifurnished,luxrious
1.65,2.0,2.0,2,mid floor,relatively new,sector 22,flat,1000.0,no,yes,furnished,luxrious
2.55,3.0,3.0,3,mid floor,relatively new,sector 22,flat,1400.0,no,no,semifurnished,luxrious
2.55,3.0,3.0,3,mid floor,relatively new,sector 22,flat,1400.0,no,no,furnished,normal
4.3,3.0,4.0,3+,mid floor,relatively new,sector 22,flat,2100.0,yes,no,furnished,luxrious
1.7,4.0,4.0,2,mid floor,relatively new,sector 69,flat,1610.0,yes,yes,unfurnished,luxrious
2.4,2.0,2.0,2,mid floor,relatively new,sector 22,flat,900.0,no,no,furnished,luxrious
0.87,2.0,3.0,3+,mid floor,relatively new,sector 37,flat,1110.0,no,no,unfurnished,semi_luxrious
1.25,3.0,3.0,3,low floor,relatively new,sector 37,flat,1234.0,no,no,unfurnished,normal
0.99,3.0,5.0,3+,mid floor,relatively new,sector 37,flat,1270.0,yes,no,unfurnished,normal
1.39,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1320.0,yes,no,semifurnished,low
2.7,3.0,3.0,3+,mid floor,moderately old,sector 50,flat,2200.0,yes,no,unfurnished,luxrious
1.75,4.0,4.0,3,mid floor,relatively new,sector 37,flat,1800.0,no,no,semifurnished,luxrious
1.55,4.0,3.0,3+,high floor,relatively new,sector 37,flat,1800.0,no,no,semifurnished,luxrious
1.6,4.0,3.0,3+,mid floor,relatively new,sector 37,flat,1800.0,no,no,semifurnished,luxrious
1.4,3.0,3.0,3+,mid floor,relatively new,sector 109,flat,1400.0,no,no,unfurnished,normal
1.8,3.0,3.0,3,low floor,relatively new,sector 70,flat,1925.134,no,no,unfurnished,luxrious
1.65,4.0,5.0,3+,high floor,relatively new,sector 107,flat,2214.4,yes,no,unfurnished,low
3.55,3.0,5.0,3+,high floor,old property,sector 30,flat,2000.0,yes,no,semifurnished,luxrious
6.0,4.0,4.0,3+,high floor,old property,sector 43,flat,2300.0,yes,no,semifurnished,luxrious
1.8,3.0,4.0,3,low floor,moderately old,sector 48,flat,1756.0,no,no,semifurnished,semi_luxrious
2.5,3.0,4.0,3,mid floor,relatively new,sector 70,flat,1880.0,yes,no,semifurnished,luxrious
1.5,4.0,3.0,3,mid floor,old property,sector 39,flat,2350.0,yes,no,furnished,normal
1.04,3.0,2.0,2,low floor,moderately old,sector 83,flat,1100.0,no,no,unfurnished,semi_luxrious
0.53,2.0,2.0,1,mid floor,relatively new,sector 67,flat,591.0,no,no,semifurnished,normal
1.64,3.0,5.0,3,mid floor,relatively new,sector 70,flat,1161.0,yes,no,unfurnished,luxrious
2.9,4.0,4.0,3+,low floor,relatively new,sector 65,flat,1580.0,yes,no,semifurnished,luxrious
2.36,3.0,3.0,3,groundfloor,relatively new,sector 65,flat,1320.0,yes,no,semifurnished,luxrious
4.85,3.0,4.0,3+,mid floor,moderately old,sector 54,flat,1607.0,yes,no,furnished,luxrious
1.25,3.0,3.0,2,low floor,relatively new,sector 83,flat,1584.0,yes,no,unfurnished,luxrious
0.92,3.0,3.0,2,mid floor,relatively new,sector 90,flat,1950.0,no,no,semifurnished,normal
2.7,3.0,3.0,3,high floor,relatively new,sector 81,flat,2109.0,yes,no,semifurnished,normal
0.7,2.0,3.0,2,mid floor,relatively new,sector 90,flat,1352.0,no,no,semifurnished,normal
1.25,2.0,2.0,2,high floor,relatively new,sector 85,flat,1741.0,no,no,semifurnished,normal
2.3,4.0,4.0,3+,mid floor,relatively new,sector 85,flat,2249.6,yes,no,unfurnished,low
2.0,3.0,4.0,3,mid floor,relatively new,sector 85,flat,1926.4,yes,no,unfurnished,low
1.08,3.0,3.0,2,high floor,relatively new,sector 83,flat,1388.0,no,no,unfurnished,low
1.73,3.0,3.0,3,mid floor,relatively new,sector 65,flat,1116.0,yes,no,furnished,luxrious
1.3,2.0,2.0,2,mid floor,relatively new,sector 65,flat,631.0,no,no,unfurnished,semi_luxrious
2.85,4.0,4.0,3+,groundfloor,relatively new,sector 65,flat,1580.0,yes,no,semifurnished,luxrious
2.25,3.0,3.0,3+,low floor,relatively new,sector 65,flat,1320.0,yes,no,unfurnished,luxrious
2.35,3.0,3.0,3,low floor,relatively new,sector 65,flat,1320.0,yes,no,semifurnished,luxrious
2.8,4.0,4.0,3,low floor,relatively new,sector 65,flat,1650.0,no,no,semifurnished,semi_luxrious
2.35,3.0,3.0,3,low floor,relatively new,sector 65,flat,1450.0,yes,no,semifurnished,semi_luxrious
2.75,4.0,4.0,3,low floor,relatively new,sector 65,flat,1650.0,yes,no,semifurnished,luxrious
2.36,3.0,3.0,3,low floor,relatively new,sector 65,flat,1400.0,yes,no,semifurnished,luxrious
3.4,4.0,4.0,3+,low floor,relatively new,sector 66,flat,2040.0,yes,no,semifurnished,luxrious
0.8,2.0,2.0,2,mid floor,relatively new,sector 77,flat,1000.0,no,no,semifurnished,normal
7.0,4.0,4.0,3+,mid floor,relatively new,sector 2,flat,4800.0,yes,no,unfurnished,normal
1.8,3.0,4.0,3+,mid floor,moderately old,sector 50,flat,1600.0,yes,no,semifurnished,luxrious
2.65,3.0,4.0,3+,mid floor,moderately old,sector 50,flat,2000.0,yes,no,semifurnished,luxrious
1.05,3.0,3.0,3,low floor,relatively new,sector 83,flat,1500.0,no,no,unfurnished,semi_luxrious
1.88,3.0,3.0,3+,high floor,moderately old,sector 50,flat,1450.0,no,no,semifurnished,luxrious
1.15,2.0,2.0,3,mid floor,relatively new,sector 84,flat,1200.0,no,no,semifurnished,normal
1.33,4.0,4.0,3,low floor,relatively new,sector 83,flat,2000.0,yes,no,unfurnished,low
2.6,3.0,4.0,2,high floor,relatively new,sector 50,flat,2200.0,yes,no,semifurnished,luxrious
2.97,3.0,3.0,3+,mid floor,moderately old,sector 50,flat,2100.0,yes,no,semifurnished,luxrious
1.8,4.0,4.0,2,mid floor,relatively new,sector 69,flat,1608.0,no,yes,semifurnished,luxrious
1.78,4.0,4.0,2,mid floor,relatively new,sector 69,flat,1608.0,no,yes,semifurnished,luxrious
1.52,3.0,3.0,2,low floor,relatively new,sector 69,flat,1262.4,no,yes,semifurnished,luxrious
1.55,3.0,3.0,2,mid floor,relatively new,sector 69,flat,1262.4,no,yes,semifurnished,luxrious
1.55,3.0,3.0,1,high floor,relatively new,sector 86,flat,1350.0,no,yes,semifurnished,luxrious
0.4,1.0,1.0,1,mid floor,relatively new,sector 83,flat,468.0,no,no,furnished,normal
2.4,3.0,3.0,3,high floor,relatively new,sector 70,flat,1720.0,yes,no,unfurnished,semi_luxrious
1.37,3.0,3.0,3,high floor,relatively new,sector 82,flat,1565.0,yes,yes,semifurnished,luxrious
2.65,3.0,4.0,3,high floor,moderately old,sector 49,flat,1801.1018592,yes,yes,semifurnished,luxrious
1.16,3.0,4.0,3+,mid floor,relatively new,sector 104,flat,1816.0,yes,no,semifurnished,semi_luxrious
1.05,3.0,4.0,3+,mid floor,relatively new,sector 104,flat,1800.0,yes,no,semifurnished,semi_luxrious
1.35,4.0,5.0,3+,groundfloor,relatively new,sector 104,flat,2700.0,yes,yes,unfurnished,luxrious
1.35,4.0,5.0,3+,groundfloor,relatively new,sector 104,flat,2692.0,yes,yes,unfurnished,semi_luxrious
2.85,3.0,3.0,3,high floor,relatively new,sector 66,flat,1550.0,no,no,semifurnished,semi_luxrious
0.35,2.0,2.0,1,low floor,relatively new,sector 84,flat,466.4,no,no,unfurnished,normal
0.88,2.0,2.0,3+,low floor,relatively new,sector 107,flat,1092.8,no,no,unfurnished,semi_luxrious
2.4,3.0,4.0,3+,low floor,relatively new,sector 102,flat,2100.0,no,no,semifurnished,normal
3.6,4.0,5.0,3,high floor,relatively new,sector 60,flat,2400.0,yes,no,semifurnished,normal
7.5,4.0,4.0,3+,high floor,new property,sector 2,flat,4280.0,yes,yes,semifurnished,normal
1.45,2.0,2.0,2,mid floor,relatively new,sector 113,flat,904.059961,no,no,unfurnished,semi_luxrious
2.35,3.0,3.0,3+,mid floor,moderately old,sector 50,flat,1850.0,no,no,semifurnished,luxrious
0.94,2.0,2.0,2,high floor,relatively new,sector 82,flat,1148.0,no,no,semifurnished,semi_luxrious
0.81,2.0,2.0,2,high floor,relatively new,sector 82,flat,1040.0,no,no,semifurnished,luxrious
3.1,3.0,4.0,3+,low floor,moderately old,sector 50,flat,2250.0,yes,no,semifurnished,luxrious
1.39,3.0,3.0,3+,high floor,relatively new,sector 82,flat,1728.0,yes,no,semifurnished,luxrious
0.94,2.0,2.0,3+,mid floor,relatively new,sector 82,flat,1148.0,no,no,semifurnished,luxrious
0.78,2.0,2.0,2,groundfloor,relatively new,sector 82,flat,1038.4,no,no,semifurnished,semi_luxrious
0.85,2.0,2.0,2,mid floor,relatively new,sector 82,flat,1144.0,no,no,unfurnished,luxrious
0.69,2.0,2.0,2,mid floor,relatively new,sector 85,flat,975.0,no,no,unfurnished,normal
2.03,3.0,4.0,3+,mid floor,relatively new,sector 79,flat,1795.2,yes,no,unfurnished,luxrious
0.8,3.0,4.0,3,low floor,relatively new,sector 85,flat,1275.0,yes,no,semifurnished,normal
0.65,2.0,2.0,3,mid floor,relatively new,sector 90,flat,950.0,no,no,unfurnished,semi_luxrious
1.01,3.0,3.0,2,high floor,relatively new,sector 84,flat,1350.0,no,no,unfurnished,normal
1.27,4.0,5.0,2,mid floor,new property,sector 90,flat,1950.0,yes,no,unfurnished,semi_luxrious
0.84,2.0,2.0,2,mid floor,moderately old,sector 83,flat,996.0,no,no,semifurnished,luxrious
1.77,3.0,4.0,3,mid floor,moderately old,sector 85,flat,1300.0,yes,no,semifurnished,luxrious
1.68,4.0,4.0,2,low floor,relatively new,sector 69,flat,1608.0,no,yes,unfurnished,semi_luxrious
1.66,4.0,4.0,1,high floor,relatively new,sector 69,flat,1576.0,no,yes,unfurnished,semi_luxrious
1.4,3.0,3.0,2,low floor,relatively new,sector 69,flat,1262.4,no,yes,unfurnished,semi_luxrious
2.29,3.0,4.0,3+,high floor,relatively new,sector 81,flat,1680.0,yes,no,furnished,semi_luxrious
1.21,3.0,3.0,3+,mid floor,relatively new,sector 90,flat,1930.0,yes,yes,unfurnished,luxrious
0.5,3.0,3.0,2,low floor,relatively new,sector 92,flat,944.0,no,no,unfurnished,low
0.71,2.0,2.0,2,mid floor,relatively new,sector 77,flat,810.0,no,no,unfurnished,semi_luxrious
3.0,4.0,4.0,3+,low floor,relatively new,sector 65,flat,1580.0,yes,no,unfurnished,semi_luxrious
1.2,3.0,3.0,3+,high floor,relatively new,sector 90,flat,1400.0,no,no,unfurnished,luxrious
3.25,3.0,3.0,3,low floor,moderately old,sector 72,flat,2640.0,yes,no,unfurnished,semi_luxrious
0.9,2.0,2.0,3+,mid floor,moderately old,sohna road,flat,1000.0,no,no,semifurnished,luxrious
1.07,3.0,3.0,3+,mid floor,relatively new,sohna road,flat,1300.0,no,no,unfurnished,luxrious
1.2,2.0,2.0,3,high floor,relatively new,sector 85,flat,1312.0,no,no,semifurnished,luxrious
2.15,4.0,5.0,3+,low floor,relatively new,sector 85,flat,2249.6,yes,no,unfurnished,luxrious
1.72,4.0,4.0,1,high floor,relatively new,sector 69,flat,1576.0,no,no,unfurnished,semi_luxrious
1.36,3.0,3.0,1,high floor,relatively new,sector 69,flat,1230.4,no,yes,unfurnished,semi_luxrious
1.75,4.0,4.0,1,high floor,relatively new,sector 69,flat,1576.0,no,no,unfurnished,semi_luxrious
1.75,4.0,4.0,1,high floor,relatively new,sector 69,flat,1576.0,no,no,unfurnished,semi_luxrious
1.38,3.0,3.0,1,high floor,relatively new,sector 69,flat,1230.4,no,yes,unfurnished,semi_luxrious
1.29,3.0,3.0,1,high floor,relatively new,sector 69,flat,1254.4,no,yes,semifurnished,semi_luxrious
1.37,3.0,3.0,1,high floor,relatively new,sector 69,flat,1578.0,no,yes,unfurnished,semi_luxrious
1.32,3.0,3.0,1,high floor,relatively new,sector 69,flat,1254.4,no,yes,semifurnished,semi_luxrious
1.3,3.0,3.0,1,high floor,relatively new,sector 69,flat,1230.4,no,yes,semifurnished,semi_luxrious
1.3,3.0,3.0,3,high floor,moderately old,sector 86,flat,1544.0,yes,no,semifurnished,luxrious
1.5,3.0,3.0,1,high floor,relatively new,sector 86,flat,1330.0,no,no,unfurnished,luxrious
1.68,4.0,4.0,2,low floor,relatively new,sector 69,flat,1608.0,no,yes,unfurnished,luxrious
1.4,3.0,3.0,2,high floor,relatively new,sector 69,flat,1262.4,no,yes,unfurnished,luxrious
1.5,3.0,3.0,1,high floor,relatively new,sector 86,flat,1520.0,no,no,unfurnished,normal
0.5,3.0,2.0,2,mid floor,relatively new,sector 107,flat,645.0,no,no,unfurnished,normal
0.36,2.0,2.0,1,mid floor,relatively new,sector 107,flat,602.0,no,no,unfurnished,normal
3.1,4.0,5.0,3+,mid floor,moderately old,sector 72,flat,2300.0,yes,yes,unfurnished,luxrious
0.31,2.0,2.0,1,mid floor,relatively new,sector 95,flat,549.174178,no,yes,semifurnished,semi_luxrious
0.71,3.0,3.0,3,low floor,relatively new,sector 92,flat,1326.0,no,yes,unfurnished,semi_luxrious
1.15,3.0,3.0,1,mid floor,moderately old,sector 83,flat,1400.0,no,no,semifurnished,semi_luxrious
1.05,3.0,2.0,2,low floor,moderately old,sector 83,flat,1400.0,no,no,semifurnished,semi_luxrious
2.1,3.0,3.0,3,high floor,relatively new,sector 61,flat,1400.0,no,no,semifurnished,normal
0.29,2.0,2.0,2,groundfloor,relatively new,sector 107,flat,489.0,no,no,unfurnished,normal
0.28,2.0,2.0,2,high floor,relatively new,sector 107,flat,489.0,no,no,unfurnished,low
0.28,2.0,2.0,2,high floor,relatively new,sector 107,flat,489.0,no,no,unfurnished,normal
