price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
0.55,3.0,3.0,2,low floor,relatively new,sector 4,house,1345.0,no,no,unfurnished,low
5.8,6.0,6.0,3,low floor,relatively new,sector 43,house,1937.0,yes,no,semifurnished,normal
6.0,4.0,5.0,3+,low floor,relatively new,sector 109,house,2432.0,yes,no,semifurnished,semi_luxrious
4.5,16.0,16.0,3+,low floor,relatively new,sector 11,house,1797.0,no,no,semifurnished,low
3.69,4.0,4.0,2,low floor,moderately old,sector 31,house,1561.0,yes,yes,semifurnished,semi_luxrious
2.5,7.0,7.0,3,low floor,relatively new,sector 43,house,8622.0,no,no,furnished,low
5.5,1.0,1.0,0,low floor,old property,sector 43,house,1937.0,no,no,unfurnished,low
15.0,4.0,4.0,2,low floor,moderately old,sector 50,house,4499.0,yes,no,unfurnished,luxrious
6.95,3.0,3.0,1,low floor,moderately old,sector 50,house,1720.0,yes,no,unfurnished,luxrious
5.7,5.0,5.0,2,low floor,old property,sector 2,house,4450.0,no,yes,furnished,semi_luxrious
11.3,7.0,5.0,3+,low floor,relatively new,sector 109,house,460.0,yes,yes,unfurnished,normal
11.25,7.0,5.0,3+,low floor,relatively new,sector 109,house,4499.0,yes,yes,unfurnished,normal
4.02,4.0,4.0,3+,low floor,relatively new,sector 70,house,5498.36,yes,yes,unfurnished,luxrious
5.7,4.0,4.0,3+,low floor,relatively new,sector 109,house,5403.0,yes,no,unfurnished,semi_luxrious
1.0,9.0,7.0,3+,low floor,moderately old,sector 12,house,1258.92,no,yes,unfurnished,low
0.66,3.0,1.0,1,low floor,relatively new,sector 7,house,549.0,no,no,unfurnished,low
0.7,3.0,2.0,1,low floor,new property,sector 4,house,689.0,no,no,unfurnished,low
1.45,3.0,3.0,1,low floor,old property,sector 24,house,4842.0,no,no,unfurnished,low
0.95,4.0,3.0,2,low floor,old property,sector 3,house,1066.0,no,no,unfurnished,low
4.5,9.0,9.0,3+,low floor,relatively new,sector 9,house,3154.0,no,yes,semifurnished,normal
0.9,3.0,1.0,0,low floor,relatively new,sector 3,house,1011.44,no,no,unfurnished,low
0.45,3.0,2.0,1,low floor,old property,sector 11,house,560.0,no,no,unfurnished,low
7.0,7.0,7.0,3+,low floor,moderately old,sector 41,house,2475.0,yes,yes,furnished,luxrious
4.0,4.0,4.0,3+,low floor,relatively new,sector 56,house,1507.0,no,no,semifurnished,low
0.9,6.0,4.0,3,low floor,old property,sector 7,house,904.0,yes,no,semifurnished,normal
2.75,7.0,7.0,3+,low floor,moderately old,sector 24,house,3002.04,no,no,semifurnished,low
0.5,5.0,4.0,3,low floor,relatively new,sohna road,house,675.0,no,yes,unfurnished,low
0.5,3.0,3.0,2,low floor,moderately old,sector 6,house,603.0,no,yes,unfurnished,low
0.42,2.0,2.0,1,low floor,relatively new,mohan nagar,house,904.0,no,no,unfurnished,low
0.6,3.0,3.0,0,low floor,moderately old,sector 105,house,451.92,no,no,unfurnished,low
0.35,2.0,2.0,1,low floor,moderately old,sector 105,house,500.0,no,no,unfurnished,low
4.0,4.0,3.0,2,low floor,relatively new,sector 26,house,8811.0,no,no,semifurnished,low
2.4,8.0,4.0,2,low floor,old property,new basti,house,2133.0,no,no,unfurnished,low
2.2,4.0,3.0,2,low floor,old property,sector 11,house,1797.0,no,yes,unfurnished,low
1.1,8.0,8.0,0,low floor,new property,sector 1,house,1787.0,no,no,unfurnished,low
8.0,4.0,5.0,3+,low floor,old property,sector 7,house,3595.0,yes,yes,unfurnished,normal
0.82,4.0,3.0,3,low floor,moderately old,sector 8,house,904.0,no,no,unfurnished,low
0.9,3.0,3.0,0,low floor,relatively new,sector 3,house,968.4,no,no,unfurnished,low
0.7,4.0,4.0,1,low floor,moderately old,sector 12,house,1701.0,no,no,unfurnished,low
0.95,5.0,3.0,0,low floor,moderately old,sector 11,house,1301.96,no,no,unfurnished,low
1.3,4.0,4.0,2,low floor,old property,mohan nagar,house,1496.0,no,no,unfurnished,low
0.36,1.0,1.0,0,low floor,old property,sector 9,house,451.92,no,no,unfurnished,low
3.5,6.0,6.0,3,low floor,relatively new,sector 28,house,1345.0,no,no,unfurnished,low
0.8,8.0,8.0,2,low floor,relatively new,sector 1,house,1195.0,no,no,unfurnished,low
0.15,2.0,1.0,0,low floor,old property,sector 9,house,678.0,no,no,unfurnished,low
6.0,8.0,5.0,3+,low floor,old property,sector 26,house,1797.0,no,no,semifurnished,low
2.8,10.0,7.0,3,low floor,old property,sector 7,house,2249.0,yes,yes,semifurnished,low
2.75,4.0,4.0,3+,low floor,relatively new,sector 92,house,2808.36,no,yes,unfurnished,low
1.75,4.0,4.0,0,high floor,new property,sector 76,house,2800.0,no,no,unfurnished,low
3.1,5.0,5.0,3+,high floor,relatively new,sector 72,house,3649.0,no,no,unfurnished,low
1.16,5.0,4.0,2,low floor,old property,sector 7,house,110.0,no,no,unfurnished,low
0.85,3.0,2.0,2,low floor,new property,sohna road,house,1119.04,no,no,unfurnished,low
0.9,4.0,4.0,0,low floor,old property,sector 12,house,677.88,no,no,unfurnished,low
0.34,2.0,2.0,2,low floor,moderately old,sector 2,house,269.0,no,no,unfurnished,low
5.0,6.0,6.0,2,low floor,old property,sector 2,house,3250.0,no,no,unfurnished,low
0.36,2.0,2.0,1,low floor,moderately old,sector 104,house,463.0,no,yes,unfurnished,low
5.0,3.0,3.0,3,low floor,moderately old,sector 14,house,2249.0,no,no,unfurnished,low
9.5,5.0,7.0,3+,low floor,relatively new,sector 33,house,4499.0,yes,yes,unfurnished,normal
7.25,8.0,8.0,3+,groundfloor,moderately old,sector 56,house,2723.0,no,no,semifurnished,low
1.5,3.0,3.0,0,low floor,old property,sector 3,house,1452.6,no,no,unfurnished,low
1.3,3.0,2.0,1,low floor,relatively new,sector 93,house,1152.0,no,no,unfurnished,normal
3.75,5.0,5.0,3+,low floor,old property,sector 5,house,1836.0,no,no,unfurnished,low
2.25,10.0,10.0,2,low floor,moderately old,sector 13,house,360.0,no,no,unfurnished,low
1.15,5.0,3.0,2,low floor,old property,sector 7,house,1345.0,no,yes,unfurnished,low
0.95,3.0,2.0,2,low floor,old property,sector 2,house,904.0,no,no,unfurnished,low
0.8,2.0,2.0,1,low floor,old property,sector 5,house,903.84,no,no,unfurnished,low
1.6,5.0,5.0,2,low floor,relatively new,sector 21,house,1345.0,no,no,unfurnished,low
0.85,6.0,6.0,2,low floor,relatively new,sector 3,house,947.0,yes,yes,unfurnished,normal
7.0,5.0,5.0,2,low floor,relatively new,sector 26,house,1787.0,yes,no,unfurnished,low
0.5,3.0,2.0,1,low floor,old property,sector 9,house,750.0,no,no,unfurnished,low
0.45,3.0,2.0,1,low floor,moderately old,sector 21,house,535.0,no,no,unfurnished,low
0.62,6.0,6.0,0,low floor,moderately old,sector 13,house,1743.12,no,no,unfurnished,low
1.0,6.0,4.0,0,low floor,moderately old,sector 6,house,2130.48,no,no,unfurnished,low
4.12,2.0,1.0,3+,low floor,moderately old,sector 4,house,4639.0,no,no,unfurnished,low
0.95,7.0,6.0,3+,low floor,old property,sector 104,house,1302.0,no,no,unfurnished,low
1.87,3.0,4.0,0,high floor,relatively new,sector 109,house,2152.0,no,no,unfurnished,low
0.85,1.0,1.0,0,low floor,relatively new,sector 3,house,1000.68,no,no,unfurnished,low
0.42,3.0,3.0,0,low floor,new property,sector 12,house,510.0,no,yes,unfurnished,low
1.2,7.0,4.0,1,low floor,moderately old,sector 105,house,904.0,no,no,unfurnished,low
6.5,5.0,6.0,0,low floor,moderately old,sector 50,house,3002.04,no,no,unfurnished,low
3.75,4.0,4.0,3+,low floor,old property,sector 5,house,1840.0,no,no,semifurnished,low
2.5,3.0,2.0,1,low floor,old property,sector 2,house,4004.0,no,no,unfurnished,low
0.75,2.0,2.0,0,low floor,relatively new,sector 3,house,1162.08,no,no,unfurnished,low
1.35,5.0,3.0,3,low floor,moderately old,sector 105,house,2500.0,no,no,unfurnished,low
4.7,3.0,3.0,2,low floor,old property,sector 57,house,2163.0,yes,no,unfurnished,normal
0.22,2.0,2.0,2,low floor,old property,sector 9,house,33.0,no,no,unfurnished,low
1.65,9.0,9.0,0,low floor,new property,sector 5,house,1936.8,no,no,unfurnished,low
2.3,6.0,6.0,0,groundfloor,old property,farukhnagar,house,8136.0,no,no,unfurnished,normal
1.25,10.0,6.0,3+,low floor,old property,sector 9,house,1431.0,no,no,unfurnished,low
1.7,1.0,1.0,2,low floor,old property,sector 12,house,1800.0,no,no,unfurnished,low
2.8,4.0,4.0,0,low floor,old property,sector 55,house,1495.64,no,no,unfurnished,low
3.12,4.0,2.0,1,low floor,old property,sector 5,house,1647.0,no,no,unfurnished,low
0.07,1.0,1.0,0,low floor,relatively new,sohna road,house,301.0,no,no,unfurnished,low
3.5,3.0,3.0,2,low floor,relatively new,sector 38,house,160.0,no,no,unfurnished,low
2.58,4.0,2.0,2,low floor,relatively new,sector 28,house,1300.0,no,no,unfurnished,low
8.5,4.0,4.0,3+,high floor,new property,sector 63,house,3948.92,no,no,unfurnished,semi_luxrious
0.6,8.0,3.0,2,low floor,old property,sector 21,house,969.0,no,no,unfurnished,low
1.1,4.0,3.0,1,low floor,old property,sector 9,house,1836.0,no,no,unfurnished,low
2.5,9.0,5.0,2,low floor,old property,sector 12,house,1797.0,no,yes,unfurnished,low
3.5,3.0,2.0,2,low floor,moderately old,sector 38,house,1722.0,no,no,unfurnished,low
2.95,2.0,2.0,2,low floor,moderately old,sector 56,house,1452.6,no,no,unfurnished,normal
0.7,3.0,2.0,2,low floor,moderately old,sector 105,house,1194.36,no,no,unfurnished,low
1.16,5.0,4.0,2,low floor,moderately old,sector 7,house,992.0,no,no,unfurnished,normal
16.0,6.0,5.0,2,low floor,relatively new,sector 25,house,5993.32,no,no,unfurnished,low
8.5,12.0,12.0,3+,low floor,new property,sector 47,house,1603.24,no,no,semifurnished,semi_luxrious
8.95,5.0,6.0,3+,low floor,moderately old,sector 28,house,5005.0,no,no,unfurnished,low
14.0,9.0,9.0,3+,low floor,moderately old,sector 43,house,3509.0,yes,no,unfurnished,low
1.35,4.0,5.0,0,low floor,old property,sector 7,house,3002.04,no,no,unfurnished,low
13.2,6.0,6.0,0,low floor,moderately old,sector 50,house,4863.52,no,no,unfurnished,low
6.0,9.0,9.0,3+,low floor,old property,sector 12,house,4142.6,no,no,unfurnished,low
1.1,6.0,4.0,1,low floor,moderately old,sector 4,house,989.92,no,no,unfurnished,low
2.5,5.0,5.0,3+,low floor,relatively new,sector 37,house,1905.0,no,no,unfurnished,low
0.53,2.0,2.0,0,low floor,old property,sector 7,house,903.84,no,no,unfurnished,low
2.0,2.0,2.0,1,low floor,relatively new,sector 7,house,1797.0,no,no,unfurnished,low
0.63,4.0,2.0,1,low floor,old property,new basti,house,796.24,no,no,unfurnished,low
0.45,1.0,1.0,0,low floor,moderately old,sector 13,house,936.12,no,no,unfurnished,low
0.37,2.0,2.0,1,low floor,moderately old,sector 105,house,452.0,no,no,unfurnished,low
1.72,6.0,3.0,1,low floor,old property,acharya puri,house,171.0,no,no,unfurnished,low
1.35,10.0,6.0,3+,low floor,old property,sector 11,house,3498.0,no,no,unfurnished,low
0.5,2.0,2.0,0,low floor,moderately old,sector 105,house,871.56,no,no,unfurnished,low
0.62,3.0,1.0,0,low floor,moderately old,sector 8,house,548.76,no,no,unfurnished,low
8.0,3.0,9.0,2,low floor,new property,sector 25,house,10000.0,no,no,unfurnished,low
1.8,4.0,5.0,0,high floor,relatively new,sector 92,house,2356.44,no,no,unfurnished,low
1.7,4.0,4.0,3+,low floor,relatively new,sector 108,house,2600.0,no,no,unfurnished,low
0.55,2.0,1.0,0,low floor,relatively new,sector 3,house,1097.52,no,no,unfurnished,low
1.5,6.0,1.0,0,low floor,new property,sector 3,house,3002.04,no,no,unfurnished,low
1.55,3.0,2.0,0,low floor,relatively new,sector 109,house,2356.44,no,no,unfurnished,low
2.1,4.0,3.0,0,low floor,relatively new,pratap nagar,house,2507.08,no,no,unfurnished,low
0.65,4.0,2.0,2,low floor,moderately old,sector 4,house,581.0,no,no,unfurnished,low
1.6,4.0,6.0,1,low floor,relatively new,sector 8,house,5040.0,no,no,unfurnished,low
0.95,2.0,1.0,1,low floor,new property,sector 7,house,452.0,no,no,unfurnished,low
3.85,5.0,6.0,3+,mid floor,relatively new,sector 82,house,5143.28,no,no,unfurnished,normal
0.66,3.0,2.0,1,low floor,old property,sector 6,house,613.0,no,no,unfurnished,normal
1.5,2.0,2.0,2,low floor,old property,sector 13,house,1421.0,no,yes,unfurnished,low
1.52,2.0,2.0,1,low floor,old property,sector 17,house,763.96,no,no,unfurnished,low
1.0,3.0,2.0,2,low floor,old property,sector 2,house,100.0,no,yes,unfurnished,low
1.05,3.0,2.0,0,low floor,moderately old,sector 11,house,1076.0,no,no,unfurnished,low
0.85,3.0,3.0,0,low floor,moderately old,sector 4,house,1129.8,no,no,unfurnished,low
0.45,3.0,2.0,0,low floor,old property,sector 7,house,900.0,no,no,unfurnished,low
1.35,5.0,3.0,2,low floor,old property,sector 57,house,4941.0,no,no,unfurnished,low
0.7,2.0,2.0,0,low floor,moderately old,sector 5,house,904.0,no,no,semifurnished,normal
1.4,2.0,2.0,1,low floor,relatively new,pratap nagar,house,1700.08,no,no,unfurnished,low
5.15,5.0,5.0,0,low floor,relatively new,sector 39,house,3658.4,no,no,unfurnished,low
6.5,5.0,5.0,0,low floor,moderately old,sector 14,house,2497.0,no,no,unfurnished,low
3.5,6.0,5.0,3,low floor,old property,sector 17,house,1442.0,no,no,unfurnished,normal
13.5,9.0,9.0,0,low floor,relatively new,sector 25,house,6994.0,no,no,unfurnished,low
5.7,9.0,9.0,3+,low floor,moderately old,sector 2,house,2432.0,no,yes,semifurnished,low
3.3,1.0,1.0,0,low floor,under construction,sector 43,house,1238.0,no,no,unfurnished,low
1.75,4.0,2.0,2,low floor,old property,sector 7,house,1571.0,no,no,unfurnished,normal
0.75,4.0,2.0,2,low floor,old property,sector 3,house,1173.0,no,no,unfurnished,low
3.5,8.0,8.0,3+,low floor,relatively new,sector 12,house,4400.0,yes,yes,furnished,semi_luxrious
0.92,4.0,1.0,0,low floor,relatively new,sector 3,house,602.56,no,no,unfurnished,low
0.52,3.0,2.0,2,low floor,new property,farukhnagar,house,904.0,no,no,unfurnished,low
1.1,8.0,4.0,3+,low floor,old property,sector 4,house,1797.0,no,no,unfurnished,low
0.75,4.0,4.0,2,low floor,moderately old,sector 6,house,484.2,no,no,unfurnished,low
1.25,2.0,3.0,0,low floor,moderately old,sector 4,house,1452.6,no,no,unfurnished,low
4.25,4.0,3.0,2,low floor,moderately old,sector 10,house,1800.0,no,no,unfurnished,low
0.37,1.0,1.0,1,low floor,relatively new,sector 3,house,484.2,no,no,unfurnished,low
5.7,4.0,4.0,0,low floor,moderately old,sector 54,house,2421.0,no,no,unfurnished,normal
2.1,3.0,2.0,1,low floor,new property,sector 70,house,600.0,no,no,unfurnished,low
1.1,5.0,4.0,2,low floor,relatively new,sector 3,house,900.0,no,no,unfurnished,low
1.2,4.0,4.0,3+,low floor,old property,sohna road,house,538.0,no,no,unfurnished,low
4.5,4.0,4.0,0,low floor,relatively new,sector 28,house,3195.72,no,no,unfurnished,low
1.1,2.0,2.0,1,low floor,old property,sector 9,house,1359.0,no,no,unfurnished,low
3.0,4.0,4.0,0,low floor,old property,sector 17,house,2700.0,no,no,unfurnished,low
8.5,4.0,6.0,3,low floor,old property,sector 48,house,3240.0,yes,yes,unfurnished,normal
6.0,9.0,6.0,2,low floor,old property,sector 12,house,1600.0,no,no,unfurnished,low
0.82,4.0,4.0,0,low floor,moderately old,sector 8,house,802.0,no,no,unfurnished,low
0.35,1.0,4.0,1,low floor,moderately old,faridabad road,house,1001.0,no,no,unfurnished,low
1.15,3.0,2.0,1,low floor,moderately old,sector 105,house,3500.0,no,no,unfurnished,low
1.85,3.0,3.0,3,low floor,moderately old,sector 67,house,250.0,no,no,unfurnished,normal
8.5,6.0,6.0,3+,low floor,under construction,sector 63,house,3132.0,no,yes,unfurnished,low
0.5,2.0,1.0,2,low floor,old property,sector 3,house,904.0,no,no,unfurnished,low
5.75,4.0,4.0,2,low floor,moderately old,sector 43,house,220.0,yes,no,furnished,luxrious
4.65,5.0,5.0,3+,low floor,moderately old,sector 53,house,2648.0,no,no,semifurnished,low
7.2,4.0,4.0,3+,low floor,old property,sector 2,house,4682.0,yes,no,furnished,low
0.6,3.0,3.0,1,low floor,relatively new,sector 9,house,560.0,no,no,unfurnished,low
4.5,4.0,5.0,2,low floor,old property,sector 13,house,4951.0,no,no,unfurnished,low
1.3,5.0,2.0,1,low floor,old property,sector 12,house,506.0,no,no,unfurnished,low
3.2,14.0,14.0,3+,mid floor,relatively new,sector 24,house,4860.0,no,no,furnished,low
1.95,3.0,5.0,3+,low floor,moderately old,sector 104,house,915.0,no,no,unfurnished,semi_luxrious
6.1,5.0,6.0,3+,low floor,moderately old,sector 109,house,2432.0,yes,no,unfurnished,normal
2.0,3.0,1.0,0,low floor,moderately old,sector 1,house,1335.0,no,no,unfurnished,low
2.1,8.0,8.0,3+,low floor,moderately old,sector 28,house,904.0,no,no,semifurnished,normal
1.25,3.0,3.0,2,low floor,new property,sector 89,house,1420.32,no,no,unfurnished,normal
0.65,6.0,2.0,3,low floor,old property,sector 12,house,1000.0,no,no,unfurnished,low
11.5,5.0,6.0,0,low floor,moderately old,sector 50,house,3238.76,no,no,unfurnished,low
0.9,5.0,4.0,3,low floor,moderately old,sector 13,house,786.0,yes,yes,unfurnished,low
0.75,5.0,4.0,3,low floor,moderately old,sector 4,house,635.0,no,no,unfurnished,low
1.3,3.0,3.0,1,low floor,moderately old,sector 105,house,1130.0,no,no,unfurnished,low
0.48,2.0,2.0,1,low floor,new property,sector 104,house,720.0,no,yes,unfurnished,normal
0.68,5.0,3.0,0,low floor,relatively new,sector 3,house,1753.88,no,no,unfurnished,low
1.5,7.0,2.0,0,low floor,relatively new,sector 3,house,1980.0,no,no,unfurnished,low
1.3,3.0,3.0,1,low floor,moderately old,sector 105,house,1129.8,no,no,unfurnished,low
0.6,2.0,2.0,1,low floor,moderately old,sector 9,house,560.0,no,no,unfurnished,low
6.5,4.0,4.0,3+,low floor,moderately old,sector 14,house,3154.0,no,no,unfurnished,low
1.07,2.0,2.0,1,low floor,old property,sector 15,house,904.0,yes,no,unfurnished,low
2.1,6.0,6.0,3+,low floor,relatively new,sector 11,house,1216.0,no,no,unfurnished,low
4.6,2.0,2.0,2,low floor,moderately old,sector 31,house,1069.0,no,no,unfurnished,low
1.0,3.0,4.0,2,low floor,relatively new,sector 3,house,904.0,no,no,unfurnished,low
1.1,6.0,4.0,1,low floor,moderately old,sector 105,house,900.0,no,no,unfurnished,low
2.95,4.0,3.0,2,low floor,new property,sector 69,house,1797.0,no,yes,furnished,luxrious
4.6,6.0,4.0,3+,low floor,old property,sector 31,house,1464.0,no,no,unfurnished,low
0.35,2.0,2.0,1,low floor,old property,sector 9,house,355.0,no,no,unfurnished,low
10.0,8.0,10.0,3+,low floor,old property,sector 24,house,435.0,no,no,unfurnished,low
5.2,4.0,5.0,2,low floor,old property,sector 2,house,4000.0,no,no,unfurnished,low
0.4,1.0,1.0,0,low floor,moderately old,sector 4,house,452.0,no,no,unfurnished,low
0.62,3.0,3.0,1,low floor,moderately old,sector 104,house,480.0,no,no,furnished,low
0.5,5.0,3.0,2,low floor,old property,sector 4,house,538.0,no,no,unfurnished,low
0.92,4.0,4.0,3,low floor,moderately old,sector 4,house,603.0,no,no,unfurnished,low
3.5,6.0,6.0,3+,low floor,old property,sector 17,house,1452.6,no,no,unfurnished,low
0.8,5.0,4.0,3,low floor,under construction,sector 4,house,1359.0,no,no,unfurnished,low
1.5,2.0,3.0,2,low floor,new property,sohna road,house,1055.0,no,yes,semifurnished,semi_luxrious
2.25,3.0,5.0,3+,mid floor,relatively new,sector 103,house,2000.0,no,no,unfurnished,low
13.5,5.0,6.0,3+,low floor,old property,sector 25,house,3616.0,no,no,semifurnished,semi_luxrious
1.7,1.0,1.0,1,low floor,old property,sector 12,house,1797.0,yes,no,unfurnished,low
0.45,3.0,2.0,1,low floor,old property,sector 7,house,904.0,no,no,unfurnished,low
1.2,6.0,2.0,1,low floor,old property,sector 105,house,1184.0,no,no,unfurnished,low
1.8,4.0,3.0,1,low floor,old property,sector 15,house,1797.0,no,no,unfurnished,low
1.5,5.0,3.0,2,low floor,new property,sector 67,house,180.0,no,no,unfurnished,low
0.35,2.0,2.0,0,low floor,new property,sector 2,house,540.0,no,no,unfurnished,low
0.55,2.0,2.0,1,low floor,moderately old,sector 3,house,715.0,no,no,unfurnished,low
4.3,13.0,13.0,3+,mid floor,relatively new,sector 38,house,1305.0,no,no,furnished,low
0.4,1.0,1.0,1,low floor,moderately old,sector 4,house,431.0,no,no,unfurnished,low
3.0,4.0,4.0,0,low floor,moderately old,sector 67,house,2520.0,no,no,unfurnished,low
0.43,3.0,3.0,3,low floor,relatively new,sector 105,house,462.68,no,no,unfurnished,low
0.32,2.0,3.0,1,low floor,relatively new,sector 8,house,300.0,no,no,unfurnished,low
0.47,2.0,1.0,1,low floor,moderately old,sector 4,house,624.0,no,no,unfurnished,low
5.5,9.0,9.0,3+,low floor,moderately old,sector 52,house,2709.0,yes,yes,semifurnished,low
0.75,3.0,5.0,3,low floor,moderately old,sector 7,house,603.0,no,no,unfurnished,low
0.71,4.0,2.0,1,low floor,new property,sector 104,house,700.0,no,no,unfurnished,low
0.38,2.0,2.0,1,low floor,moderately old,sector 11,house,452.0,no,no,unfurnished,low
3.25,4.0,3.0,3+,high floor,relatively new,sector 103,house,4004.0,no,no,unfurnished,normal
2.3,5.0,3.0,3+,low floor,old property,sector 7,house,1345.0,yes,yes,unfurnished,low
1.5,10.0,7.0,3,low floor,moderately old,sector 13,house,1302.0,no,no,unfurnished,low
1.35,5.0,5.0,1,low floor,old property,sector 12,house,1345.0,no,no,unfurnished,normal
1.25,5.0,5.0,1,low floor,new property,sector 6,house,1076.0,no,yes,unfurnished,low
1.44,4.0,2.0,2,low floor,old property,sector 24,house,4842.0,no,no,unfurnished,low
0.5,2.0,2.0,2,low floor,new property,sector 4,house,452.0,yes,yes,unfurnished,low
1.0,9.0,7.0,3+,low floor,moderately old,sector 2,house,1216.0,no,yes,unfurnished,low
5.5,9.0,9.0,3+,low floor,moderately old,sector 23,house,4198.0,yes,no,semifurnished,low
5.5,4.0,3.0,3,low floor,old property,sector 28,house,1797.0,no,yes,semifurnished,low
0.8,5.0,3.0,1,low floor,moderately old,sector 4,house,678.0,no,no,unfurnished,low
0.9,7.0,4.0,3+,low floor,moderately old,sector 11,house,904.0,no,no,unfurnished,low
4.3,6.0,4.0,2,low floor,moderately old,sector 47,house,1464.0,no,no,unfurnished,low
0.9,5.0,5.0,3,low floor,relatively new,sector 11,house,796.0,no,no,unfurnished,low
3.25,4.0,4.0,3,low floor,old property,sector 24,house,1066.0,no,no,unfurnished,low
0.38,1.0,1.0,1,low floor,moderately old,sector 4,house,452.0,no,no,unfurnished,low
3.71,3.0,3.0,1,low floor,moderately old,sector 12,house,1873.0,no,yes,unfurnished,low
0.4,2.0,2.0,1,low floor,relatively new,sector 2,house,525.0,no,no,unfurnished,low
0.55,4.0,4.0,0,low floor,moderately old,sector 105,house,484.2,no,no,unfurnished,low
1.3,5.0,3.0,2,low floor,old property,sector 7,house,957.64,no,no,unfurnished,low
0.75,2.0,2.0,3,low floor,relatively new,sector 92,house,957.64,no,no,unfurnished,normal
0.3,1.0,1.0,2,low floor,new property,sector 5,house,538.0,no,no,unfurnished,low
1.55,2.0,3.0,2,low floor,new property,sohna road,house,1055.0,no,yes,semifurnished,normal
0.32,5.0,1.0,0,low floor,old property,sector 17,house,559.52,no,no,unfurnished,low
4.0,5.0,4.0,1,low floor,moderately old,sector 11,house,180.0,no,no,unfurnished,low
0.38,2.0,2.0,2,low floor,moderately old,sector 105,house,50.0,no,no,unfurnished,low
12.0,5.0,6.0,3+,low floor,moderately old,sector 50,house,360.0,no,no,unfurnished,semi_luxrious
0.45,1.0,1.0,1,low floor,moderately old,sector 8,house,500.0,no,no,unfurnished,low
1.2,7.0,3.0,0,low floor,moderately old,sector 11,house,2700.76,no,no,unfurnished,low
0.4,4.0,2.0,2,low floor,moderately old,sector 6,house,800.0,no,no,unfurnished,low
1.0,1.0,1.0,0,low floor,relatively new,sector 3,house,1495.64,no,no,unfurnished,low
1.15,2.0,2.0,3,low floor,old property,sector 7,house,900.0,no,no,unfurnished,low
0.7,3.0,3.0,0,low floor,moderately old,sector 4,house,1054.48,no,no,unfurnished,low
3.08,6.0,4.0,2,low floor,moderately old,sector 11,house,2700.76,no,no,unfurnished,low
2.95,2.0,2.0,0,low floor,moderately old,sector 56,house,1452.6,no,no,unfurnished,low
3.0,7.0,7.0,0,low floor,old property,sector 7,house,2603.92,no,no,unfurnished,low
8.0,6.0,5.0,3+,low floor,moderately old,sector 52,house,348.0,no,no,unfurnished,low
2.75,6.0,6.0,2,low floor,old property,sector 12,house,2227.32,no,no,unfurnished,low
2.25,5.0,3.0,0,low floor,old property,sector 7,house,1334.24,no,no,unfurnished,low
1.45,3.0,2.0,1,low floor,relatively new,sector 28,house,900.0,no,no,unfurnished,low
3.5,3.0,3.0,1,low floor,new property,lajpat nagar,house,2195.04,no,no,unfurnished,low
0.82,3.0,2.0,1,low floor,new property,sohna road,house,2100.0,no,no,unfurnished,low
10.5,5.0,4.0,3+,low floor,relatively new,sector 108,house,7327.56,no,no,unfurnished,semi_luxrious
0.38,3.0,3.0,3,low floor,relatively new,sector 12,house,904.0,no,no,unfurnished,low
10.0,5.0,6.0,3,low floor,new property,sector 33,house,4941.0,yes,no,unfurnished,low
4.6,7.0,6.0,3+,low floor,moderately old,sector 47,house,1733.0,no,no,furnished,normal
0.5,2.0,1.0,2,low floor,moderately old,sohna road,house,904.0,no,no,unfurnished,low
0.35,2.0,1.0,0,low floor,old property,sector 12,house,355.08,no,no,unfurnished,low
0.95,5.0,3.0,2,low floor,relatively new,sector 37,house,1001.0,no,yes,unfurnished,low
1.6,1.0,1.0,2,low floor,old property,sector 39,house,893.0,no,no,unfurnished,normal
0.29,2.0,1.0,0,groundfloor,old property,sector 17,house,893.0,no,no,unfurnished,low
0.24,2.0,2.0,0,low floor,relatively new,sector 11,house,452.0,no,no,unfurnished,low
5.0,6.0,4.0,0,low floor,old property,sector 2,house,4002.72,no,no,unfurnished,low
1.8,1.0,1.0,2,low floor,relatively new,sector 39,house,720.0,no,no,unfurnished,low
1.8,8.0,5.0,2,low floor,moderately old,sector 11,house,2228.0,no,no,unfurnished,low
0.44,3.0,2.0,1,low floor,relatively new,sector 11,house,115.0,no,yes,unfurnished,normal
0.7,2.0,2.0,2,high floor,new property,sector 89,house,1301.96,no,no,unfurnished,low
0.98,9.0,4.0,3,low floor,old property,sector 2,house,120.0,no,no,unfurnished,low
3.35,6.0,5.0,3+,low floor,moderately old,sector 48,house,5993.32,no,no,unfurnished,normal
0.48,3.0,4.0,0,low floor,moderately old,sector 4,house,1345.0,no,no,unfurnished,low
1.2,5.0,4.0,2,low floor,old property,sector 7,house,1076.0,no,no,unfurnished,low
3.09,5.0,5.0,3+,high floor,relatively new,sector 72,house,2922.0,yes,no,semifurnished,normal
3.15,4.0,5.0,0,high floor,relatively new,sector 103,house,4702.12,no,no,unfurnished,semi_luxrious
1.7,3.0,3.0,0,low floor,old property,sector 12,house,180.0,no,no,unfurnished,low
4.75,6.0,7.0,0,low floor,moderately old,sector 1,house,4497.68,no,no,unfurnished,low
1.65,2.0,3.0,0,low floor,old property,sector 9,house,903.84,no,no,unfurnished,low
