society,price,price_persqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,sector,area,type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,ratio
dlf new town heights,1.15,5958.0,3.0,3.0,3+,"pooja room,servant room",9.0,North-West,Relatively New,sector 90,1930.178,flat,1930.0,,,0,1,0,1,0,2,88,643.0
dlf new town heights,1.6,6768.0,4.0,4.0,3+,"servant room,pooja room",10.0,West,Relatively New,sector 90,2364.066,flat,2364.0,,,0,1,0,1,0,2,88,591.0
dlf new town heights,1.28,8205.0,3.0,4.0,3+,"pooja room,servant room",12.0,West,Moderately Old,sector 86,1560.024,flat,1930.0,,1560.0,0,1,0,1,0,2,96,520.0
dlf new town heights,1.75,5720.0,4.0,4.0,3+,"pooja room,servant room",17.0,South,Relatively New,sector 90,3059.441,flat,2727.0,,,0,1,0,1,0,2,88,765.0
dlf new town heights,1.75,7402.0,4.0,4.0,3+,"pooja room,servant room",9.0,South,Relatively New,sector 91,2364.226,flat,2364.0,,,0,1,0,1,0,2,88,591.0
puri diplomatic greens,2.65,11963.0,3.0,4.0,3+,"servant room,study room,pooja room,store room",19.0,South-East,Relatively New,sector 111,2215.163,flat,2215.0,,,1,1,1,1,0,2,65,738.0
ats kocoon,2.22,10596.0,3.0,4.0,3,"servant room,study room,pooja room,store room",14.0,East,Relatively New,sector 109,2095.13,flat,2095.0,,,1,1,1,1,0,2,45,698.0
ats triumph,1.85,8078.0,3.0,4.0,3+,"servant room,study room,pooja room,store room",14.0,East,Relatively New,sector 104,2290.171,flat,2290.0,,,1,1,1,1,0,2,117,763.0
experion the heartsong,0.98,13343.0,2.0,3.0,3,"pooja room,study room,servant room,store room",12.0,South-East,Relatively New,sector 108,734.468,flat,,,734.420897,1,1,1,1,0,2,31,367.0
indiabulls centrum park,2.45,8521.0,4.0,4.0,3,"servant room,pooja room,store room,study room",11.0,East,Relatively New,sector 103,2875.249,flat,2875.0,,,1,1,1,1,0,2,38,719.0
indiabulls centrum park,1.34,7882.0,3.0,3.0,3+,"pooja room,study room,servant room,store room",12.0,East,Relatively New,sector 103,1700.076,flat,1725.0,,1700.0,1,1,1,1,0,0,38,567.0
emaar imperial gardens,1.92,9600.0,3.0,3.0,3,"pooja room,study room,servant room,store room",12.0,North-East,Relatively New,sector 102,2000.0,flat,,,2000.0,1,1,1,1,0,2,95,667.0
adani oyster greens,1.9,10058.0,3.0,3.0,3+,"pooja room,study room,store room",9.0,North-East,Relatively New,sector 102,1889.044,flat,,,1889.0,1,0,1,1,0,2,0,630.0
adani m2k oyster grande,4.55,10000.0,4.0,4.0,3+,not avilable,11.0,North-East,Relatively New,sector 102,4550.0,flat,4650.0,,4550.0,0,0,0,0,0,0,60,1138.0
emaar gurgaon greens,1.54,9333.0,3.0,3.0,3,servant room,12.0,North-East,Relatively New,sector 102,1650.059,flat,1650.0,,1022.5705,0,1,0,0,0,2,61,550.0
dlf new town heights,1.55,6578.0,4.0,4.0,3+,"pooja room,servant room",12.0,North-East,Moderately Old,sector 86,2356.339,flat,2356.0,,1750.0,0,1,0,1,0,0,120,589.0
experion the heartsong,1.68,8387.0,3.0,3.0,3+,"servant room,study room",4.0,East,Relatively New,sector 108,2003.1,flat,2003.0,,986.403796,1,1,0,0,0,0,86,668.0
aipl the peaceful homes,2.3,10697.0,3.0,3.0,3,store room,3.0,North-East,Relatively New,sector 70a,2150.136,flat,2150.0,,,0,0,1,0,0,0,124,717.0
bptp astaire gardens,0.97,6587.0,3.0,3.0,3+,others,1.0,West,Relatively New,sector 70a,1472.598,flat,1480.0,,,0,0,0,0,1,2,149,491.0
dlf new town heights,1.9,5683.0,4.0,4.0,3+,"pooja room,servant room",7.0,North-West,Relatively New,sector 90,3343.305,flat,2727.0,,,0,1,0,1,0,2,88,836.0
dlf new town heights,1.55,6556.0,4.0,4.0,3+,"servant room,pooja room",1.0,South-East,Relatively New,sector 90,2364.246,flat,2364.0,,,0,1,0,1,0,2,81,591.0
dlf regal gardens,1.13,6647.0,3.0,3.0,3+,others,8.0,North,Relatively New,sector 90,1700.015,flat,1730.0,,,0,0,0,0,1,2,72,567.0
shree vardhman flora,0.85,4404.0,3.0,4.0,3,"servant room,store room",3.0,South-East,Relatively New,sector 90,1930.064,flat,1930.0,,1450.0,0,1,1,0,0,2,110,643.0
vatika city,2.64,11725.0,3.0,4.0,3+,"servant room,pooja room",2.0,East,Moderately Old,sector 49,2251.599,flat,2251.377324,,,0,1,0,1,0,0,140,751.0
vatika city,2.1,10418.0,3.0,3.0,3,pooja room,9.0,South,Moderately Old,sector 49,2015.742,flat,2015.540275,,,0,0,0,1,0,0,132,672.0
shapoorji pallonji joyville gurugram,1.4,11666.0,2.0,2.0,3,not avilable,0.0,North,Relatively New,sector 102,1200.069,flat,1368.0,,1200.0,0,0,0,0,0,2,80,600.0
emaar gurgaon greens,1.45,8787.0,3.0,3.0,2,servant room,7.0,South-West,Relatively New,sector 102,1650.165,flat,1650.0,,,0,1,0,0,0,0,169,550.0
dlf new town heights,1.2,6217.0,3.0,3.0,3+,"pooja room,servant room",8.0,North-West,Moderately Old,sector 90,1930.191,flat,,,1930.0,0,1,0,1,0,2,59,643.0
viridian the plaza 106,0.39,5571.0,1.0,1.0,1,not avilable,7.0,East,Relatively New,sector 106,700.054,flat,700.0,,450.0,0,0,0,0,0,2,130,700.0
chd avenue,1.25,7171.0,3.0,4.0,2,servant room,7.0,East,Relatively New,sector 71,1743.132,flat,1743.0,,,0,1,0,0,0,0,160,581.0
puri emerald bay,1.59,10903.0,2.0,2.0,2,not avilable,12.0,South,Relatively New,sector 104,1458.314,flat,1550.0,,,0,0,0,0,0,2,121,729.0
puri diplomatic greens,5.25,11666.0,4.0,6.0,3+,servant room,7.0,East,Relatively New,sector 111,4500.257,flat,4500.0,,,0,1,0,0,0,0,134,1125.0
puri diplomatic greens,3.4,11525.0,4.0,5.0,3+,servant room,14.0,East,Relatively New,sector 111,2950.108,flat,2950.0,,,0,1,0,0,0,0,94,738.0
experion windchants,3.29,11741.0,3.0,3.0,3+,servant room,2.0,South,Relatively New,sector 112,2802.146,flat,2802.0,,,0,1,0,0,0,0,152,934.0
puri emerald bay,2.49,10163.0,3.0,3.0,3+,servant room,14.0,South,Relatively New,sector 104,2450.064,flat,2450.0,,,0,1,0,0,0,0,129,817.0
conscient heritage max,1.75,9062.0,3.0,4.0,3+,servant room,16.0,South,Relatively New,sector 102,1931.141,flat,1931.0,,,0,1,0,0,0,0,134,644.0
experion the heartsong,2.29,8240.0,4.0,5.0,3+,servant room,8.0,South,Relatively New,sector 108,2779.126,flat,,,,0,1,0,0,0,0,95,695.0
conscient heritage max,2.15,10004.0,3.0,4.0,3+,"study room,servant room",18.0,South,Relatively New,sector 102,2149.14,flat,2149.0,,,1,1,0,0,0,0,134,716.0
vatika the seven lamps,0.89,8850.0,2.0,2.0,2,study room,14.0,East,Relatively New,sector 82,1005.65,flat,1428.0466129999998,,1000.0,1,0,0,0,0,0,129,503.0
the close north,2.65,11276.0,3.0,3.0,3+,servant room,3.0,South-East,Moderately Old,sector 50,2350.124,flat,2605.0,,2350.0,0,1,0,0,0,2,174,783.0
vatika the seven lamps,0.86,6022.0,2.0,2.0,2,study room,12.0,East,Relatively New,sector 82,1428.097,flat,1430.0,,,1,0,0,0,0,0,135,714.0
godrej,1.35,8970.0,3.0,3.0,2,not avilable,7.0,South-West,Relatively New,sector 79,1505.017,flat,1505.0,,,0,0,0,0,0,2,118,502.0
godrej aria,1.69,8522.0,3.0,3.0,2,not avilable,7.0,South,Relatively New,sector 79,1983.103,flat,1983.0,,,0,0,0,0,0,2,112,661.0
ats triumph,2.65,8412.0,4.0,4.0,3+,servant room,14.0,East,Relatively New,sector 104,3150.262,flat,3150.0,,2650.0,0,1,0,0,0,0,21,788.0
ats triumph,1.75,7641.0,3.0,4.0,3+,"pooja room,study room,servant room,others",12.0,North-West,Relatively New,sector 104,2290.276,flat,2290.0,,1800.0,1,1,0,1,1,0,21,763.0
m3m woodshire,1.3,10815.0,3.0,3.0,3,pooja room,7.0,,Relatively New,sector 107,1202.034,flat,1943.0,,1202.0,0,0,0,1,0,2,89,401.0
shapoorji pallonji joyville gurugram,1.75,9449.0,3.0,3.0,3,"pooja room,study room,servant room,others",10.0,West,Relatively New,sector 102,1852.048,flat,1852.0,,1128.0,1,1,0,1,1,2,49,617.0
dlf new town heights,1.25,6502.0,3.0,3.0,3+,"pooja room,servant room",5.0,North,Relatively New,sector 90,1922.485,flat,1930.0,,1928.0,0,1,0,1,0,2,127,641.0
mapsko mount ville,1.2,8053.0,3.0,3.0,3+,not avilable,24.0,East,Relatively New,sector 79,1490.128,flat,1490.0,,863.910614,0,0,0,0,0,0,135,497.0
mapsko mount ville,1.5,8264.0,3.0,4.0,3+,servant room,11.0,South,Relatively New,sector 79,1815.102,flat,1815.0,,1071.330967,0,1,0,0,0,0,144,605.0
tulip violet,2.05,9950.0,4.0,4.0,2,not avilable,0.0,North-West,Relatively New,sector 69,2060.302,flat,2087.0,,,0,0,0,0,0,2,157,515.0
tulip violet,1.95,9701.0,4.0,4.0,2,not avilable,0.0,West,Relatively New,sector 69,2010.102,flat,2010.0,,,0,0,0,0,0,2,157,503.0
tulip violet,1.19,8814.0,2.0,3.0,1,study room,0.0,West,Relatively New,sector 69,1350.125,flat,,,1350.0,1,0,0,0,0,0,174,675.0
tulip violet,1.4,9102.0,3.0,3.0,1,not avilable,12.0,North-West,Relatively New,sector 69,1538.123,flat,1538.0,,,0,0,0,0,0,0,157,513.0
tulip violet,1.75,9459.0,3.0,4.0,2,not avilable,0.0,East,Relatively New,sector 69,1850.09,flat,,,1850.0,0,0,0,0,0,0,174,617.0
tulip violet,1.36,8618.0,3.0,3.0,1,pooja room,12.0,West,Relatively New,sector 69,1578.092,flat,1578.0,,1039.0,0,0,0,1,0,2,95,526.0
tulip violet,1.51,9569.0,3.0,3.0,2,pooja room,0.0,West,Relatively New,sector 69,1578.012,flat,1578.0,,1100.0,0,0,0,1,0,1,165,526.0
bestech park view grand spa,2.91,9136.0,4.0,5.0,2,servant room,6.0,North-East,Relatively New,sector 81,3185.201,flat,3185.0,,2837.0,0,1,0,0,0,0,101,796.0
bestech park view ananda,1.1,6686.0,3.0,2.0,3+,not avilable,5.0,East,Relatively New,sector 81,1645.229,flat,1645.0,,1034.0,0,0,0,0,0,2,150,548.0
antriksh heights,0.85,4927.0,3.0,3.0,3+,study room,10.0,North,Relatively New,sector 84,1725.188,flat,1725.0,,,1,0,0,0,0,2,52,575.0
pyramid urban homes 2,0.42,6905.0,2.0,2.0,1,not avilable,3.0,West,Relatively New,sector 86,608.255,flat,,,601.0,0,0,0,0,0,2,63,304.0
pivotal devaan,0.37,6346.0,2.0,2.0,1,not avilable,5.0,North-West,Relatively New,sector 84,583.044,flat,583.0,,483.0,0,0,0,0,0,2,73,292.0
antriksh heights,0.88,4821.0,3.0,3.0,3,pooja room,16.0,,Relatively New,sector 84,1825.347,flat,1825.0,,,0,0,0,1,0,2,67,608.0
antriksh heights,0.9,4444.0,3.0,3.0,3,"servant room,pooja room",18.0,,Relatively New,sector 84,2025.203,flat,2025.0,,,0,1,0,1,0,2,59,675.0
tulip violet,1.43,8886.0,3.0,3.0,2,pooja room,1.0,South-West,Relatively New,sector 69,1609.273,flat,1608.0,,1039.0,0,0,0,1,0,2,86,536.0
tulip violet,1.38,8972.0,3.0,3.0,1,not avilable,12.0,West,Relatively New,sector 69,1538.119,flat,,,1538.0,0,0,0,0,0,2,174,513.0
tulip violet,2.0,9583.0,4.0,4.0,2,not avilable,0.0,South-East,Relatively New,sector 69,2087.029,flat,2087.0,,,0,0,0,0,0,2,157,522.0
tulip violet,1.55,9639.0,3.0,3.0,2,pooja room,2.0,East,Relatively New,sector 69,1608.051,flat,1608.0,,,0,0,0,1,0,0,86,536.0
tulip violet,1.46,9252.0,3.0,3.0,2,pooja room,0.0,North-East,Relatively New,sector 69,1578.037,flat,1578.0,,,0,0,0,1,0,0,174,526.0
tulip violet,1.68,10071.0,3.0,3.0,2,not avilable,0.0,West,Relatively New,sector 69,1668.156,flat,1668.0,,,0,0,0,0,0,2,157,556.0
tulip violet,1.2,8888.0,2.0,3.0,1,not avilable,0.0,North-West,Relatively New,sector 69,1350.135,flat,1350.0,,,0,0,0,0,0,2,150,675.0
tulip violet,1.66,10134.0,3.0,3.0,2,not avilable,0.0,South-West,Relatively New,sector 69,1638.05,flat,1638.0,,,0,0,0,0,0,2,157,546.0
tulip violet,1.6,10139.0,3.0,3.0,2,pooja room,0.0,North-West,Relatively New,sector 69,1578.065,flat,1578.0,,,0,0,0,1,0,2,166,526.0
tulip violet,1.76,9513.0,3.0,4.0,2,not avilable,0.0,South-West,Relatively New,sector 69,1850.1,flat,1850.0,,,0,0,0,0,0,2,157,617.0
antriksh heights,0.6,5000.0,2.0,2.0,2,not avilable,14.0,North,Relatively New,sector 84,1200.0,flat,1200.0,,,0,0,0,0,0,2,52,600.0
antriksh heights,0.92,5041.0,3.0,3.0,3,"study room,pooja room",2.0,East,Relatively New,sector 84,1825.035,flat,1825.0,,,1,0,0,1,0,2,67,608.0
antriksh heights,0.69,5111.0,2.0,2.0,3+,study room,8.0,West,Relatively New,sector 84,1350.029,flat,1350.0,,,1,0,0,0,0,2,59,675.0
dlf new town heights,1.51,6387.0,4.0,4.0,3+,"servant room,pooja room",6.0,South,Relatively New,sector 90,2364.177,flat,2364.0,,2360.0,0,1,0,1,0,0,142,591.0
sare homes,0.65,4587.0,3.0,3.0,2,not avilable,3.0,,Relatively New,sector 92,1417.048,flat,,,1417.0,0,0,0,0,0,2,6,472.0
sare crescent parc,0.51,4080.0,3.0,2.0,2,not avilable,2.0,North,Relatively New,sector 92,1250.0,flat,1250.0,,,0,0,0,0,0,2,72,417.0
vatika iris floors,0.63,5590.0,2.0,2.0,3+,study room,2.0,East,Relatively New,sector 82,1127.013,flat,1134.0,,,1,0,0,0,0,2,110,564.0
dlf new town heights,1.54,5786.0,4.0,4.0,3+,"pooja room,study room,servant room",21.0,North-West,Moderately Old,sector 86,2661.597,flat,2364.0,,,1,1,0,1,0,2,80,665.0
bestech park view ananda,0.95,6985.0,2.0,2.0,2,not avilable,13.0,South-East,Relatively New,sector 81,1360.057,flat,1360.0,,894.0,0,0,0,0,0,0,167,680.0
dlf regal gardens,1.21,6926.0,3.0,3.0,3+,others,29.0,West,Relatively New,sector 90,1747.04,flat,1747.0,,,0,0,0,0,1,2,95,582.0
dlf the ultima,2.2,11190.0,3.0,4.0,3+,servant room,7.0,North-East,Relatively New,sector 81,1966.041,flat,2100.0,,,0,1,0,0,0,1,104,655.0
dlf regal gardens,1.65,7449.0,4.0,4.0,3+,not avilable,15.0,East,Relatively New,sector 90,2215.062,flat,2215.0,,2213.0,0,0,0,0,0,0,158,554.0
antriksh heights,0.9,4931.0,3.0,3.0,3,not avilable,11.0,South,Relatively New,sector 84,1825.188,flat,1825.0,,,0,0,0,0,0,2,87,608.0
antriksh heights,0.54,4458.0,2.0,2.0,3+,not avilable,17.0,North-West,Relatively New,sector 84,1211.306,flat,1200.0,,,0,0,0,0,0,2,81,606.0
antriksh heights,1.02,4868.0,4.0,4.0,3+,"servant room,pooja room",11.0,North,Relatively New,sector 84,2095.316,flat,2095.0,,,0,1,0,1,0,2,99,524.0
dlf regal gardens,1.78,8040.0,4.0,4.0,3+,not avilable,12.0,North-East,Relatively New,sector 90,2213.93,flat,2215.0,,,0,0,0,0,0,2,61,553.0
dlf regal gardens,1.29,7103.0,3.0,3.0,3+,servant room,12.0,South-East,Relatively New,sector 90,1816.134,flat,1818.0,,1816.0,0,1,0,0,0,2,152,605.0
dlf regal gardens,1.25,5931.0,3.0,3.0,3,others,18.0,North-East,Relatively New,sector 90,2107.57,flat,1720.0,,,0,0,0,0,1,2,72,703.0
dlf the ultima,2.5,11726.0,3.0,3.0,2,servant room,4.0,South-East,Relatively New,sector 81,2132.014,flat,2132.0,,2129.0,0,1,0,0,0,1,82,711.0
aipl the peaceful homes,2.52,10723.0,3.0,4.0,3,servant room,8.0,West,Relatively New,sector 70a,2350.089,flat,2350.0,,,0,1,0,0,0,2,174,783.0
central park flower valley,2.3,12777.0,4.0,4.0,3+,"pooja room,servant room",5.0,North-East,New Property,sector 33,1800.11,flat,,,1800.0,0,1,0,1,0,2,42,450.0
central park flower valley,1.55,11923.0,3.0,3.0,3+,not avilable,7.0,North-East,New Property,sector 33,1300.008,flat,,,1300.0,0,0,0,0,0,0,28,433.0
dlf new town heights,1.2,6217.0,3.0,3.0,3+,not avilable,15.0,North,Relatively New,sector 90,1930.191,flat,1930.0,,,0,0,0,0,0,2,37,643.0
dlf new town heights,1.65,6979.0,4.0,4.0,3+,servant room,15.0,South-East,Moderately Old,sector 90,2364.236,flat,2364.0,,,0,1,0,0,0,0,137,591.0
mapsko mount ville,1.25,8389.0,3.0,3.0,3+,not avilable,16.0,North,Relatively New,sector 79,1490.046,flat,,,1490.0,0,0,0,0,0,0,49,497.0
mapsko mount ville,1.2,8053.0,3.0,3.0,3,not avilable,24.0,West,Relatively New,sector 79,1490.128,flat,1490.0,,,0,0,0,0,0,0,8,497.0
tulip leaf,2.06,11386.0,3.0,3.0,3,not avilable,16.0,South-West,Relatively New,sector 69,1809.239,flat,1812.0,,,0,0,0,0,0,2,49,603.0
tulip leaf,2.07,11423.0,3.0,3.0,3,not avilable,16.0,South-West,Relatively New,sector 69,1812.133,flat,1812.0,,,0,0,0,0,0,2,49,604.0
shree vardhman victoria,1.6,8205.0,3.0,5.0,3,servant room,6.0,West,Relatively New,sector 70,1950.03,flat,,,1950.0,0,1,0,0,0,2,174,650.0
tulip violet,1.31,8517.0,3.0,3.0,2,pooja room,12.0,East,Relatively New,sector 69,1538.1,flat,1538.0,,,0,0,0,1,0,0,174,513.0
tulip violet,1.92,15360.0,4.0,4.0,2,not avilable,0.0,South,Relatively New,sector 69,1250.0,flat,,,1250.0,0,0,0,0,0,2,174,312.0
tulip violet,1.9,9452.0,4.0,4.0,2,store room,6.0,West,Relatively New,sector 69,2010.157,flat,2010.0,,1500.0,0,0,1,0,0,2,174,503.0
tulip violet,3.1,9822.0,4.0,6.0,3+,"servant room,pooja room",14.0,North,Relatively New,sector 69,3156.18,flat,3156.0,,2500.0,0,1,0,1,0,2,174,789.0
tulip violet,1.4,8928.0,3.0,3.0,1,pooja room,12.0,North,Relatively New,sector 69,1568.1,flat,1568.0,,1200.0,0,0,0,1,0,2,174,523.0
tulip violet,1.44,9125.0,3.0,3.0,2,pooja room,1.0,South,Relatively New,sector 69,1578.082,flat,1578.0,,1200.0,0,0,0,1,0,2,174,526.0
tulip violet,3.05,9664.0,4.0,5.0,3+,"servant room,others",14.0,South-West,Relatively New,sector 69,3156.043,flat,3156.0,,,0,1,0,0,1,2,49,789.0
tulip violet,1.28,8111.0,3.0,3.0,2,pooja room,12.0,South-West,Relatively New,sector 69,1578.104,flat,1578.0,,,0,0,0,1,0,0,49,526.0
tulip violet,1.6,10139.0,3.0,3.0,2,pooja room,0.0,South-West,Relatively New,sector 69,1578.065,flat,1578.0,,,0,0,0,1,0,2,49,526.0
tulip violet,1.9,9452.0,4.0,4.0,2,not avilable,0.0,South-West,Relatively New,sector 69,2010.157,flat,2010.0,,,0,0,0,0,0,2,49,503.0
tulip violet,1.7,10773.0,3.0,3.0,2,pooja room,0.0,South-East,Relatively New,sector 69,1578.019,flat,1578.0,,,0,0,0,1,0,2,49,526.0
tulip violet,1.36,8618.0,3.0,3.0,2,pooja room,12.0,West,Relatively New,sector 69,1578.092,flat,1578.0,,,0,0,0,1,0,0,49,526.0
tulip violet,1.38,8972.0,3.0,3.0,1,not avilable,12.0,East,Relatively New,sector 69,1538.119,flat,1538.0,,,0,0,0,0,0,2,157,513.0
bestech park view ananda,1.15,6927.0,3.0,2.0,3+,not avilable,12.0,East,Relatively New,sector 81,1660.17,flat,1660.0,,1082.0,0,0,0,0,0,2,101,553.0
tulip violet,1.4,8928.0,3.0,3.0,1,not avilable,12.0,North,Relatively New,sector 69,1568.1,flat,1568.0,,,0,0,0,0,0,2,157,523.0
tulip violet,1.37,8907.0,3.0,3.0,1,not avilable,12.0,North-East,Relatively New,sector 69,1538.116,flat,1538.0,,,0,0,0,0,0,2,116,513.0
tulip violet,1.4,8920.0,3.0,3.0,1,pooja room,12.0,East,Relatively New,sector 69,1569.507,flat,1568.0,,,0,0,0,1,0,2,86,523.0
vatika emilia floors,0.65,6190.0,2.0,2.0,2,not avilable,1.0,South,Relatively New,sector 83,1050.081,flat,1050.0,,850.0,0,0,0,0,0,0,174,525.0
vatika emilia floors,0.6,5714.0,2.0,2.0,2,not avilable,1.0,South,Relatively New,sector 83,1050.053,flat,1050.0,,950.0,0,0,0,0,0,0,167,525.0
umang winter hills,0.75,5588.0,2.0,2.0,2,not avilable,7.0,North-East,Relatively New,sector 77,1342.162,flat,1342.0,,1050.0,0,0,0,0,0,0,174,671.0
bestech park view ananda,0.95,6985.0,2.0,2.0,2,not avilable,14.0,North-East,Relatively New,sector 81,1360.057,flat,1360.0,,894.0,0,0,0,0,0,0,165,680.0
spaze privy at,1.24,6465.0,3.0,3.0,3,study room,8.0,North-East,Relatively New,sector 84,1918.02,flat,1918.0,,1550.0,1,0,0,0,0,0,158,639.0
antriksh heights,0.9,6206.0,3.0,3.0,3+,not avilable,12.0,North-East,Relatively New,sector 84,1450.209,flat,1725.0,,1450.0,0,0,0,0,0,2,166,483.0
mapsko mount ville,1.3,8024.0,3.0,3.0,3+,not avilable,1.0,North-East,Relatively New,sector 79,1620.14,flat,1620.0,,863.910614,0,0,0,0,0,0,140,540.0
antriksh heights,0.73,6083.0,2.0,2.0,3+,"study room,pooja room,store room",4.0,North-West,Relatively New,sector 84,1200.066,flat,1200.0,,870.0,1,0,1,1,0,2,158,600.0
dlf new town heights,1.26,6113.0,3.0,3.0,3,"others,servant room",5.0,West,Moderately Old,sector 86,2061.181,flat,1930.0,,,0,1,0,0,1,2,113,687.0
dlf new town heights,1.25,6476.0,3.0,3.0,3+,"pooja room,servant room",6.0,West,Relatively New,sector 90,1930.204,flat,1930.0,,1928.0,0,1,0,1,0,2,136,643.0
dlf new town heights,1.88,6894.0,4.0,4.0,3+,"pooja room,servant room",20.0,South,Relatively New,sector 90,2727.009,flat,2727.0,,2725.0,0,1,0,1,0,2,145,682.0
dlf new town heights,1.3,6735.0,3.0,3.0,3+,"pooja room,servant room",10.0,South,Relatively New,sector 90,1930.215,flat,1930.0,,1928.0,0,1,0,1,0,0,129,643.0
pyramid urban homes 2,0.44,7321.0,2.0,2.0,2,not avilable,6.0,East,Relatively New,sector 86,601.011,flat,,,601.0,0,0,0,0,0,0,63,301.0
antriksh heights,0.84,4869.0,3.0,3.0,3+,pooja room,8.0,,New Property,sector 84,1725.2,flat,1725.0,,,0,0,0,1,0,2,60,575.0
antriksh heights,0.79,4579.0,3.0,3.0,3+,not avilable,8.0,West,New Property,sector 84,1725.268,flat,1725.0,,,0,0,0,0,0,2,24,575.0
mapsko casa bella,1.38,5443.0,4.0,5.0,3+,servant room,20.0,South-West,Relatively New,sector 82,2535.367,flat,2535.0,,,0,1,0,0,0,2,79,634.0
sobha city,2.6,15195.0,3.0,3.0,2,not avilable,11.0,South,New Property,sector 108,1711.089,flat,1711.0,,,0,0,0,0,0,2,49,570.0
tulip violet,1.7,8445.0,4.0,4.0,2,not avilable,7.0,West,Relatively New,sector 69,2013.025,flat,2010.0,,,0,0,0,0,0,2,128,503.0
tulip violet,1.7,8432.0,4.0,4.0,2,not avilable,10.0,South,New Property,sector 69,2016.129,flat,2010.0,,,0,0,0,0,0,2,125,504.0
tulip violet,1.4,8856.0,3.0,3.0,2,pooja room,9.0,West,Relatively New,sector 69,1580.849,flat,1578.0,,,0,0,0,1,0,2,120,527.0
tulip violet,1.68,8358.0,4.0,4.0,2,not avilable,7.0,North,Relatively New,sector 69,2010.05,flat,2010.0,,,0,0,0,0,0,2,127,503.0
tulip violet,1.7,8457.0,4.0,4.0,2,not avilable,1.0,South,Relatively New,sector 69,2010.169,flat,2010.0,,,0,0,0,0,0,2,126,503.0
tulip violet,1.4,8840.0,3.0,3.0,2,not avilable,1.0,North-East,Relatively New,sector 69,1583.71,flat,1578.0,,,0,0,0,0,0,2,95,528.0
ramprastha primera,1.2,13333.0,3.0,3.0,3,store room,5.0,North-East,Relatively New,sector 37d,900.023,flat,,,900.0,0,0,1,0,0,2,50,300.0
godrej aria,0.96,13296.0,2.0,2.0,3,not avilable,8.0,North-East,Relatively New,sector 79,722.022,flat,1351.0,,722.0,0,0,0,0,0,2,49,361.0
microtek greenburg,1.3,15294.0,2.0,3.0,3,study room,5.0,North-East,Relatively New,sector 86,850.007,flat,,,850.0,1,0,0,0,0,0,45,425.0
bestech park view sanskruti,1.6,7547.0,3.0,3.0,3,servant room,10.0,East,Relatively New,sector 92,2120.048,flat,2120.0,,1450.0,0,1,0,0,0,0,60,707.0
microtek greenburg,1.93,8446.0,3.0,4.0,3,servant room,12.0,East,Relatively New,sector 86,2285.105,flat,2285.0,,,0,1,0,0,0,2,72,762.0
bestech park view sanskruti,1.42,7760.0,3.0,3.0,2,not avilable,10.0,East,Relatively New,sector 92,1829.897,flat,1920.0,,,0,0,0,0,0,2,117,610.0
dlf the ultima,2.2,10476.0,3.0,4.0,3+,servant room,17.0,East,Relatively New,sector 81,2100.038,flat,2100.0,,,0,1,0,0,0,1,49,700.0
dlf the skycourt,1.35,6998.0,3.0,3.0,1,not avilable,9.0,North-West,Relatively New,sector 86,1929.123,flat,1929.0,,,0,0,0,0,0,2,119,643.0
microtek greenburg,1.65,8707.0,3.0,4.0,3,servant room,8.0,North-West,Relatively New,sector 86,1895.027,flat,1895.0,,,0,1,0,0,0,2,124,632.0
parsvnath green ville,1.42,8606.0,3.0,3.0,3,store room,1.0,North-West,Moderately Old,sector 48,1650.012,flat,1650.0,,,0,0,1,0,0,1,174,550.0
paras dews,1.1,9734.0,3.0,4.0,3+,servant room,8.0,North-West,Relatively New,sector 106,1130.06,flat,1760.0,,1130.0,0,1,0,0,0,0,174,377.0
pareena coban residences,1.23,6159.0,3.0,5.0,3,servant room,5.0,North-East,Relatively New,sector 99a,1997.077,flat,1997.0,,,0,1,0,0,0,2,99,666.0
bestech park view sanskruti,1.5,7812.0,3.0,3.0,3,others,3.0,East,Relatively New,sector 92,1920.123,flat,1920.0,,,0,0,0,0,1,2,49,640.0
shree vardhman flora,0.65,5000.0,2.0,2.0,2,study room,12.0,East,Old Property,sector 90,1300.0,flat,1300.0,,,1,0,0,0,0,2,103,650.0
shree vardhman flora,0.64,4923.0,2.0,2.0,3,study room,6.0,East,Old Property,sector 90,1300.02,flat,1300.0,,1100.0,1,0,0,0,0,2,103,650.0
bptp terra,1.65,8790.0,3.0,3.0,2,not avilable,15.0,East,Relatively New,sector 37d,1877.133,flat,1877.0,,,0,0,0,0,0,2,116,626.0
bptp terra,1.17,8297.0,2.0,2.0,2,not avilable,0.0,North-East,Relatively New,sector 37d,1410.148,flat,1410.0,,,0,0,0,0,0,2,107,705.0
