price,bedRoom,bathroom,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,floor_type,agePossession,sector,type,luxury,balcony
1.0,6.0,4.0,2130.48,0,0,0,0,0,2,3.0,0.0,138.0,1.0,0.0,2.0
3.8,8.0,8.0,160.0,0,0,1,1,0,0,3.0,3.0,135.0,1.0,2.0,4.0
0.85,2.0,2.0,1103.0,1,0,0,0,0,2,3.0,1.0,173.0,0.0,1.0,1.0
0.35,2.0,2.0,554.1255719999999,0,0,0,0,0,2,2.0,1.0,190.0,0.0,1.0,1.0
3.0,3.0,3.0,1462.4,0,0,0,0,0,2,2.0,4.0,144.0,0.0,2.0,3.0
10.75,5.0,7.0,4411.2,0,1,0,0,0,0,1.0,3.0,141.0,0.0,3.0,3.0
0.8,4.0,4.0,1704.0,0,0,0,0,0,2,3.0,0.0,177.0,0.0,2.0,3.0
1.77,3.0,4.0,1300.0,0,1,0,0,0,0,1.0,0.0,169.0,0.0,3.0,3.0
1.47,2.0,2.0,1132.0,0,0,0,0,0,0,2.0,1.0,156.0,0.0,1.0,3.0
1.0,2.0,2.0,1300.0,0,0,0,0,0,2,2.0,1.0,155.0,0.0,0.0,1.0
1.18,3.0,3.0,1450.0,0,0,0,0,1,0,3.0,3.0,152.0,1.0,3.0,4.0
0.35,2.0,2.0,547.0,0,0,0,0,0,2,1.0,3.0,70.0,0.0,1.0,1.0
2.0,3.0,3.0,1096.0,0,0,0,0,0,0,2.0,2.0,98.0,0.0,2.0,0.0
8.25,12.0,12.0,1797.0,0,1,0,0,0,0,3.0,1.0,96.0,1.0,2.0,4.0
6.15,5.0,5.0,250.0,0,1,1,1,0,0,3.0,3.0,72.0,1.0,3.0,4.0
3.9,3.0,4.0,2092.724,0,0,0,0,0,2,3.0,3.0,145.0,0.0,0.0,3.0
1.54,3.0,4.0,1850.0,0,1,0,0,0,0,1.0,2.0,134.0,0.0,2.0,4.0
1.3,2.0,2.0,1312.0,0,0,0,0,0,2,2.0,1.0,169.0,0.0,2.0,1.0
1.15,2.0,2.0,996.0,0,0,0,0,0,2,1.0,1.0,148.0,0.0,1.0,3.0
5.6,6.0,4.0,2702.0,0,1,0,0,0,0,3.0,2.0,133.0,1.0,1.0,3.0
0.87,2.0,2.0,1094.0,0,0,0,0,0,0,1.0,3.0,164.0,0.0,2.0,3.0
1.4,3.0,3.0,1262.4,0,0,0,1,0,2,1.0,3.0,149.0,0.0,3.0,1.0
0.97,2.0,2.0,1050.0,0,1,0,0,0,2,1.0,3.0,71.0,0.0,3.0,3.0
1.51,4.0,4.0,2364.0,0,1,0,1,0,0,1.0,3.0,175.0,0.0,3.0,4.0
2.9,7.0,7.0,2702.0,0,0,0,0,0,2,3.0,2.0,79.0,1.0,0.0,3.0
12.0,16.0,16.0,3078.0,1,1,1,1,0,0,3.0,1.0,117.0,1.0,0.0,4.0
0.7,2.0,2.0,1223.99,0,0,0,0,0,2,1.0,0.0,159.0,0.0,0.0,1.0
5.25,4.0,4.0,2800.0,0,1,0,0,0,0,4.0,1.0,154.0,0.0,3.0,4.0
0.75,2.0,2.0,650.0,0,0,0,0,0,2,3.0,3.0,166.0,0.0,0.0,1.0
3.45,4.0,4.0,2297.6,0,1,0,0,0,1,1.0,1.0,164.0,0.0,3.0,4.0
1.65,3.0,4.0,2785.0,0,0,0,0,0,2,1.0,4.0,20.0,0.0,0.0,3.0
2.65,3.0,3.0,1650.0,1,1,0,0,0,2,1.0,3.0,144.0,0.0,1.0,3.0
2.85,4.0,4.0,1580.0,1,1,0,0,0,2,3.0,3.0,144.0,0.0,0.0,3.0
3.5,4.0,4.0,1453.0,0,0,1,0,0,0,3.0,2.0,103.0,1.0,2.0,3.0
2.35,3.0,3.0,1405.0,0,0,1,0,0,0,3.0,2.0,120.0,0.0,2.0,1.0
2.35,4.0,4.0,1442.0,0,0,0,1,0,2,3.0,2.0,114.0,1.0,1.0,1.0
6.0,5.0,4.0,2702.0,1,0,0,0,0,2,3.0,1.0,152.0,1.0,1.0,3.0
0.9,2.0,2.0,1080.0,0,0,0,0,0,2,3.0,3.0,65.0,0.0,1.0,1.0
0.7,3.0,2.0,1326.0,0,0,0,0,0,2,3.0,3.0,177.0,0.0,1.0,1.0
3.3,4.0,4.0,1733.0,0,0,1,0,0,0,3.0,0.0,135.0,1.0,2.0,1.0
1.2,2.0,2.0,77.53,0,0,0,0,0,2,3.0,1.0,105.0,0.0,2.0,3.0
1.38,3.0,3.0,1022.5705,0,1,0,0,0,0,1.0,3.0,64.0,0.0,3.0,3.0
3.35,6.0,5.0,5993.32,0,0,0,0,0,2,3.0,0.0,124.0,1.0,1.0,4.0
1.59,3.0,3.0,2250.212,1,0,0,0,0,0,3.0,0.0,132.0,0.0,3.0,4.0
1.4,3.0,3.0,1490.0,0,0,0,0,0,0,3.0,1.0,160.0,0.0,3.0,3.0
2.65,4.0,4.0,1750.0,1,1,0,0,0,0,2.0,0.0,124.0,0.0,3.0,4.0
1.18,2.0,2.0,1106.4,0,0,0,0,0,2,1.0,3.0,160.0,0.0,3.0,3.0
1.25,3.0,3.0,1200.0,0,0,0,0,1,2,3.0,3.0,152.0,0.0,1.0,1.0
1.65,3.0,3.0,1550.0,0,0,1,0,0,0,2.0,3.0,72.0,0.0,3.0,3.0
1.55,3.0,4.0,1596.0,0,1,0,0,0,2,1.0,3.0,177.0,0.0,1.0,3.0
3.0,7.0,7.0,2603.92,0,0,0,0,0,2,3.0,2.0,150.0,1.0,0.0,2.0
5.15,5.0,7.0,300.0,0,1,0,1,0,0,3.0,0.0,124.0,1.0,3.0,3.0
1.2,6.0,2.0,1184.0,0,0,0,0,0,2,3.0,2.0,68.0,1.0,0.0,0.0
0.53,2.0,2.0,903.84,0,0,0,0,0,2,3.0,2.0,150.0,1.0,0.0,2.0
0.93,2.0,2.0,1080.0,0,0,0,0,0,2,2.0,1.0,148.0,0.0,0.0,1.0
1.9,4.0,3.0,190.0,0,0,1,1,0,0,3.0,0.0,114.0,1.0,1.0,1.0
1.92,4.0,4.0,1250.0,0,0,0,0,0,2,0.0,3.0,149.0,0.0,3.0,1.0
1.1,3.0,4.0,1130.0,0,1,0,0,0,0,1.0,3.0,69.0,0.0,3.0,4.0
1.3,3.0,3.0,1457.0,0,0,0,1,0,0,3.0,3.0,70.0,0.0,3.0,4.0
1.0,3.0,4.0,2479.544,0,0,0,0,0,2,3.0,1.0,63.0,0.0,0.0,2.0
1.1,3.0,2.0,1165.6,0,0,0,0,0,2,2.0,3.0,190.0,0.0,1.0,3.0
0.55,3.0,2.0,645.0,1,0,0,0,0,0,2.0,1.0,179.0,0.0,2.0,1.0
0.7,2.0,2.0,509.0,0,0,0,0,0,2,1.0,0.0,17.0,1.0,0.0,0.0
1.2,2.0,2.0,970.0,0,1,1,0,0,2,3.0,3.0,169.0,0.0,2.0,1.0
0.28,2.0,2.0,467.0,0,0,0,0,0,0,3.0,3.0,190.0,0.0,1.0,1.0
7.25,9.0,8.0,2475.0,0,1,0,0,0,0,3.0,2.0,118.0,1.0,2.0,3.0
1.25,2.0,3.0,1452.6,0,0,0,0,0,2,3.0,0.0,114.0,1.0,0.0,2.0
10.85,8.0,8.0,3767.0,1,1,1,1,0,1,3.0,0.0,120.0,1.0,3.0,3.0
1.35,4.0,3.0,1510.0,0,1,0,0,0,2,2.0,2.0,69.0,0.0,3.0,3.0
8.35,4.0,6.0,3423.2000000000003,0,1,0,1,0,2,4.0,3.0,141.0,0.0,3.0,3.0
3.3,3.0,3.0,2400.0,1,1,1,1,0,2,3.0,1.0,105.0,0.0,2.0,3.0
0.59,2.0,2.0,1001.7315896,0,0,0,0,1,2,3.0,1.0,181.0,0.0,2.0,3.0
0.43,2.0,2.0,648.0,0,0,0,0,0,2,3.0,0.0,53.0,0.0,0.0,0.0
9.0,6.0,7.0,3240.0,1,1,1,1,0,2,3.0,0.0,98.0,1.0,2.0,4.0
1.05,3.0,3.0,1516.0,0,1,0,0,0,2,1.0,4.0,170.0,0.0,0.0,3.0
1.0,2.0,2.0,1161.0,1,0,0,0,0,2,0.0,2.0,150.0,1.0,0.0,2.0
2.8,2.0,3.0,1800.0,1,1,0,0,0,2,1.0,3.0,77.0,0.0,3.0,1.0
0.9,1.0,1.0,683.008,0,0,0,0,0,2,1.0,1.0,153.0,0.0,2.0,2.0
1.65,3.0,4.0,1516.0,0,1,0,0,0,2,1.0,3.0,170.0,0.0,3.0,3.0
1.02,2.0,2.0,1160.0,1,0,0,0,0,2,3.0,3.0,181.0,0.0,3.0,3.0
3.4,3.0,4.0,1886.4,0,1,0,0,0,0,2.0,3.0,146.0,0.0,3.0,4.0
1.14,2.0,2.0,1417.6,0,0,0,0,0,2,2.0,3.0,169.0,0.0,1.0,3.0
1.76,3.0,3.0,1353.6,0,0,0,0,0,2,3.0,3.0,64.0,0.0,2.0,3.0
0.85,3.0,2.0,1332.8000000000002,0,0,0,0,0,2,1.0,0.0,63.0,0.0,0.0,1.0
0.75,2.0,2.0,969.0,0,0,1,0,0,0,1.0,3.0,158.0,0.0,2.0,1.0
0.25,2.0,2.0,700.0,0,0,0,0,0,2,3.0,3.0,100.0,0.0,0.0,1.0
2.3,3.0,4.0,1600.0,0,1,0,0,0,1,2.0,3.0,164.0,0.0,3.0,4.0
7.85,9.0,9.0,2702.0,1,1,0,1,1,1,3.0,3.0,120.0,1.0,1.0,4.0
0.75,3.0,2.0,1328.0,0,0,0,0,0,2,1.0,0.0,63.0,0.0,0.0,1.0
1.4,3.0,3.0,1600.0,0,0,0,0,0,2,1.0,3.0,176.0,0.0,2.0,4.0
1.45,3.0,3.0,1320.0,0,1,0,0,0,0,1.0,3.0,64.0,0.0,3.0,1.0
0.74,3.0,3.0,1000.68,0,0,0,0,0,2,3.0,0.0,68.0,1.0,0.0,2.0
0.58,2.0,2.0,744.0,0,0,0,0,0,2,3.0,2.0,99.0,0.0,2.0,1.0
0.36,1.0,1.0,405.0,0,0,0,0,0,2,1.0,3.0,76.0,0.0,1.0,0.0
1.7,1.0,1.0,628.0,0,0,0,0,0,2,1.0,3.0,72.0,0.0,0.0,1.0
2.78,3.0,3.0,1462.4,0,0,0,0,0,2,2.0,3.0,144.0,0.0,1.0,3.0
1.85,2.0,2.0,1250.0,0,0,0,0,0,2,3.0,1.0,140.0,0.0,1.0,1.0
1.83,3.0,3.0,1829.0,0,0,0,0,0,2,2.0,3.0,169.0,0.0,2.0,4.0
0.5,2.0,2.0,760.0,0,0,0,0,0,2,1.0,4.0,157.0,0.0,2.0,0.0
0.85,2.0,2.0,1100.0,0,0,0,0,0,2,3.0,0.0,138.0,1.0,0.0,2.0
0.92,2.0,3.0,1187.0,0,0,0,0,1,2,3.0,1.0,152.0,1.0,3.0,4.0
0.88,2.0,2.0,845.0,0,0,0,0,0,2,3.0,3.0,69.0,0.0,1.0,4.0
1.55,3.0,3.0,1600.0,0,1,0,0,0,0,2.0,3.0,177.0,0.0,2.0,3.0
5.25,4.0,4.0,1937.0,1,1,0,0,0,0,3.0,2.0,120.0,1.0,2.0,1.0
1.16,1.0,1.0,1538.68,0,0,0,0,0,2,3.0,3.0,111.0,1.0,0.0,2.0
0.9,3.0,2.0,1096.0,0,0,0,0,0,2,2.0,3.0,177.0,0.0,2.0,3.0
5.8,6.0,6.0,1937.0,0,1,0,0,1,0,3.0,3.0,120.0,1.0,1.0,3.0
2.8,3.0,3.0,1650.0,1,1,0,0,0,0,3.0,3.0,144.0,0.0,1.0,4.0
1.23,2.0,2.0,1184.0,1,0,0,0,0,2,2.0,3.0,170.0,0.0,0.0,3.0
2.01,2.0,2.0,1516.0,1,0,0,0,0,2,1.0,1.0,144.0,0.0,1.0,3.0
0.69,2.0,2.0,792.0,0,0,0,0,0,2,3.0,2.0,102.0,0.0,2.0,0.0
4.25,3.0,5.0,2800.0,0,1,0,1,0,2,2.0,3.0,77.0,0.0,2.0,1.0
1.05,2.0,2.0,1103.057,1,0,0,0,1,2,3.0,4.0,173.0,0.0,1.0,1.0
0.99,3.0,4.0,1510.0,0,1,0,0,0,2,1.0,3.0,110.0,0.0,1.0,3.0
1.4,2.0,2.0,1000.0,0,0,0,0,0,0,2.0,1.0,64.0,0.0,1.0,1.0
5.2,3.0,3.0,2383.2000000000003,1,1,0,0,0,0,2.0,3.0,144.0,0.0,2.0,3.0
1.5,5.0,5.0,1345.0,0,0,0,0,0,2,3.0,2.0,79.0,1.0,0.0,1.0
1.85,3.0,4.0,1941.035,1,0,1,0,0,0,3.0,1.0,147.0,0.0,3.0,3.0
3.65,9.0,9.0,1561.0,0,1,0,1,0,0,3.0,1.0,88.0,1.0,3.0,4.0
1.72,6.0,3.0,171.0,0,0,0,0,1,2,3.0,2.0,3.0,1.0,0.0,0.0
2.5,3.0,3.0,1548.0,0,0,0,0,0,2,3.0,1.0,120.0,0.0,0.0,1.0
1.78,4.0,4.0,1772.0,0,0,0,0,0,2,2.0,3.0,175.0,0.0,2.0,4.0
0.95,3.0,1.0,1819.923,0,0,0,0,0,2,0.0,3.0,110.0,0.0,0.0,2.0
1.75,3.0,3.0,1995.894,0,0,0,0,0,2,3.0,1.0,105.0,0.0,1.0,2.0
1.58,2.0,2.0,1150.0,1,0,0,0,0,2,3.0,1.0,140.0,0.0,0.0,1.0
1.3,3.0,3.0,1230.4,0,0,0,1,0,0,2.0,3.0,149.0,0.0,2.0,0.0
4.0,5.0,5.0,2249.0,1,0,0,0,0,2,3.0,3.0,131.0,1.0,0.0,1.0
2.15,3.0,4.0,1750.0,0,1,0,0,0,2,1.0,0.0,123.0,0.0,1.0,4.0
0.6,3.0,3.0,1060.0,0,0,0,0,0,2,3.0,3.0,79.0,0.0,1.0,1.0
1.38,2.0,2.0,1130.036,0,0,0,0,0,0,3.0,4.0,88.0,0.0,3.0,1.0
1.45,3.0,2.0,1090.0,0,0,0,0,0,1,3.0,2.0,102.0,0.0,2.0,1.0
5.8,3.0,4.0,4640.0,1,1,0,1,1,1,1.0,2.0,94.0,0.0,2.0,4.0
1.5,3.0,3.0,1480.0,0,0,0,0,0,2,2.0,1.0,171.0,0.0,1.0,4.0
1.42,4.0,4.0,1891.2,0,1,1,0,0,2,1.0,0.0,175.0,0.0,1.0,4.0
0.54,2.0,1.0,745.0,0,0,0,0,0,2,3.0,1.0,190.0,0.0,2.0,3.0
2.45,3.0,3.0,1500.0,0,1,0,0,0,0,1.0,3.0,164.0,0.0,3.0,1.0
3.65,6.0,6.0,3455.0,1,1,1,1,0,1,3.0,0.0,135.0,1.0,3.0,1.0
5.0,3.0,4.0,4300.0,0,0,0,0,0,2,2.0,0.0,124.0,0.0,2.0,3.0
1.6,2.0,2.0,1150.0,1,0,0,0,1,2,3.0,1.0,140.0,0.0,0.0,1.0
0.54,2.0,2.0,750.0,0,0,0,0,0,2,3.0,4.0,190.0,0.0,3.0,1.0
1.0,2.0,2.0,1890.0,0,0,0,0,0,2,0.0,3.0,71.0,0.0,0.0,1.0
3.23,3.0,3.0,1200.0,0,1,0,0,0,2,3.0,1.0,143.0,0.0,1.0,3.0
0.27,2.0,2.0,497.0,0,0,0,0,0,2,3.0,1.0,181.0,0.0,0.0,0.0
2.1,2.0,2.0,1104.8,0,0,0,0,0,2,3.0,3.0,71.0,0.0,2.0,1.0
1.4,3.0,3.0,1762.0,0,0,0,1,0,0,3.0,0.0,153.0,0.0,3.0,1.0
3.05,3.0,3.0,2200.0,0,1,0,0,0,0,1.0,3.0,139.0,0.0,3.0,3.0
0.75,2.0,2.0,588.0,0,0,0,0,0,2,2.0,4.0,157.0,0.0,1.0,1.0
1.45,3.0,3.0,4842.0,0,0,0,0,0,2,3.0,2.0,94.0,1.0,0.0,0.0
0.56,2.0,2.0,1200.0,0,0,0,0,0,2,1.0,1.0,179.0,0.0,0.0,1.0
14.75,16.0,20.0,2841.0,1,1,1,1,0,0,3.0,1.0,96.0,1.0,3.0,4.0
1.35,4.0,4.0,1850.0,0,1,0,1,0,0,2.0,3.0,69.0,0.0,3.0,4.0
0.49,2.0,2.0,1152.0,0,0,0,0,0,2,3.0,1.0,190.0,1.0,0.0,0.0
12.0,3.0,4.0,3240.0,1,1,0,0,0,0,3.0,0.0,127.0,1.0,2.0,1.0
11.29,5.0,5.0,3240.0,1,0,0,1,0,2,3.0,0.0,127.0,1.0,0.0,4.0
0.8,5.0,3.0,678.0,0,0,0,0,0,2,3.0,0.0,114.0,1.0,0.0,0.0
1.65,3.0,2.0,1220.0,0,0,0,0,0,2,3.0,3.0,78.0,0.0,1.0,1.0
0.38,1.0,1.0,400.0,0,0,0,0,0,2,3.0,3.0,164.0,0.0,1.0,1.0
0.85,3.0,3.0,2300.0,0,0,0,0,0,2,3.0,0.0,63.0,0.0,1.0,1.0
9.19,16.0,18.0,2702.0,0,1,0,1,0,0,3.0,1.0,133.0,1.0,1.0,1.0
1.82,3.0,4.0,1553.6,0,1,0,0,0,2,2.0,3.0,64.0,0.0,2.0,4.0
3.25,4.0,4.0,3000.0,0,0,0,1,0,0,2.0,0.0,120.0,0.0,3.0,4.0
2.08,4.0,4.0,2100.0,0,1,0,0,0,2,3.0,3.0,71.0,0.0,3.0,4.0
6.0,4.0,5.0,6232.0,0,0,0,0,0,2,3.0,0.0,72.0,1.0,2.0,3.0
1.34,3.0,3.0,1257.6,0,0,0,0,0,2,1.0,3.0,160.0,0.0,3.0,3.0
1.54,4.0,4.0,1850.0,0,1,0,1,0,0,2.0,0.0,175.0,0.0,3.0,4.0
3.45,4.0,4.0,2720.0,0,1,0,0,0,0,1.0,0.0,75.0,0.0,3.0,3.0
0.6,1.0,1.0,480.0,0,0,0,0,0,2,3.0,0.0,134.0,0.0,1.0,0.0
3.71,3.0,3.0,1873.0,0,0,0,1,0,2,3.0,0.0,79.0,1.0,0.0,0.0
3.2,4.0,4.0,2625.0,0,1,0,0,0,0,1.0,0.0,154.0,0.0,3.0,4.0
10.5,4.0,4.0,3767.0,0,1,0,0,0,2,3.0,2.0,120.0,1.0,2.0,1.0
0.63,4.0,2.0,796.24,0,0,0,0,1,2,3.0,2.0,45.0,1.0,0.0,0.0
2.35,3.0,3.0,1650.049,1,1,0,0,0,2,3.0,3.0,144.0,0.0,3.0,1.0
4.21,5.0,6.0,2845.6000000000004,0,1,0,1,0,2,2.0,3.0,125.0,0.0,1.0,4.0
2.5,3.0,4.0,1719.2,1,1,0,0,0,0,2.0,1.0,64.0,0.0,1.0,4.0
1.19,2.0,2.0,1640.0,0,0,0,0,0,2,3.0,3.0,167.0,0.0,1.0,3.0
2.45,3.0,3.0,1648.8000000000002,1,0,0,0,0,2,0.0,3.0,125.0,0.0,1.0,3.0
9.95,4.0,6.0,3219.0,0,1,0,1,0,0,2.0,3.0,141.0,0.0,3.0,3.0
3.3,3.0,3.0,1200.0,0,1,0,0,0,2,3.0,3.0,143.0,0.0,1.0,3.0
1.2,2.0,2.0,76.44,0,0,0,0,0,2,2.0,4.0,105.0,0.0,1.0,2.0
0.82,2.0,2.0,960.0,0,0,0,0,0,2,1.0,0.0,153.0,0.0,0.0,1.0
1.6,4.0,4.0,4842.0,0,0,0,0,0,0,3.0,1.0,125.0,1.0,0.0,3.0
10.8,4.0,4.0,200.0,1,1,1,1,0,0,3.0,3.0,127.0,1.0,2.0,3.0
2.0,4.0,3.0,2668.48,0,0,0,0,0,2,3.0,0.0,191.0,1.0,0.0,2.0
0.8,4.0,3.0,1520.0,0,0,0,0,1,2,1.0,3.0,177.0,0.0,1.0,1.0
1.28,3.0,4.0,1130.0,0,1,0,0,0,2,2.0,3.0,69.0,0.0,1.0,4.0
3.05,3.0,3.0,1688.0,0,1,0,0,0,0,2.0,3.0,146.0,0.0,3.0,4.0
2.6,2.0,2.0,1952.8,0,0,0,0,0,2,1.0,3.0,77.0,0.0,3.0,3.0
4.6,7.0,6.0,1733.0,0,0,0,0,0,1,3.0,0.0,123.0,1.0,1.0,4.0
1.16,3.0,3.0,1423.0,1,0,0,0,0,2,3.0,1.0,173.0,0.0,2.0,1.0
9.5,5.0,5.0,3595.0,1,1,1,1,0,2,3.0,3.0,72.0,1.0,3.0,4.0
1.28,3.0,3.0,1204.0,0,0,0,0,0,2,1.0,3.0,160.0,0.0,3.0,3.0
5.5,5.0,6.0,6123.358,0,1,0,1,0,0,4.0,0.0,135.0,0.0,3.0,4.0
0.38,1.0,1.0,473.44,0,0,0,0,1,2,3.0,3.0,36.0,1.0,0.0,0.0
0.9,2.0,2.0,1048.0,0,0,0,0,0,1,2.0,3.0,176.0,0.0,2.0,1.0
1.48,2.0,2.0,1200.0,0,0,1,0,0,2,2.0,3.0,156.0,0.0,3.0,3.0
2.22,3.0,4.0,1676.0,1,1,1,1,0,2,2.0,3.0,72.0,0.0,1.0,3.0
0.5,3.0,2.0,645.0,0,0,0,0,1,2,1.0,3.0,70.0,0.0,1.0,1.0
2.2,3.0,3.0,1614.4,1,0,0,0,0,0,2.0,1.0,156.0,0.0,0.0,3.0
2.22,3.0,4.0,2128.0,0,1,0,0,0,0,2.0,3.0,164.0,0.0,3.0,4.0
1.67,4.0,4.0,1991.0,0,0,0,0,0,0,2.0,3.0,111.0,0.0,3.0,3.0
0.5,3.0,2.0,645.0,0,0,0,0,1,2,1.0,3.0,70.0,0.0,0.0,1.0
3.25,3.0,3.0,2640.0,0,1,0,0,0,2,3.0,0.0,154.0,0.0,2.0,3.0
1.08,3.0,3.0,1388.0,0,0,0,0,1,2,2.0,3.0,167.0,0.0,0.0,1.0
0.29,1.0,1.0,399.0,0,0,0,0,0,1,3.0,1.0,190.0,0.0,0.0,0.0
0.92,2.0,2.0,1120.0,0,0,0,0,0,2,3.0,1.0,172.0,0.0,0.0,3.0
1.0,2.0,2.0,1180.0,0,0,0,0,0,2,2.0,1.0,148.0,0.0,1.0,3.0
8.5,5.0,5.0,4768.0,1,1,1,1,0,0,3.0,1.0,105.0,1.0,3.0,4.0
4.45,6.0,6.0,2884.0,1,1,1,1,0,1,3.0,0.0,125.0,1.0,3.0,3.0
1.08,3.0,3.0,1350.0,0,0,1,0,0,2,1.0,3.0,167.0,0.0,3.0,3.0
0.85,2.0,2.0,744.0,0,0,0,0,0,0,1.0,3.0,152.0,0.0,1.0,1.0
1.8,3.0,4.0,1500.0,0,1,0,0,0,0,1.0,3.0,167.0,0.0,2.0,4.0
0.5,2.0,2.0,560.0,0,0,0,0,0,2,2.0,1.0,70.0,0.0,0.0,1.0
18.0,4.0,4.0,3240.0,1,1,0,1,0,1,3.0,0.0,145.0,1.0,2.0,4.0
4.49,9.0,9.0,1840.0,0,0,0,0,1,0,3.0,0.0,121.0,1.0,2.0,4.0
0.85,3.0,2.0,904.0,0,0,0,0,0,2,3.0,3.0,105.0,1.0,0.0,2.0
1.28,3.0,3.0,1262.4,0,0,0,1,0,0,2.0,3.0,149.0,0.0,1.0,1.0
0.7,2.0,2.0,1548.0,0,0,0,0,0,0,3.0,0.0,71.0,0.0,0.0,3.0
0.49,3.0,2.0,645.0,0,0,0,0,0,2,1.0,4.0,66.0,0.0,2.0,1.0
0.36,2.0,2.0,699.029,0,0,0,0,0,2,2.0,3.0,74.0,0.0,0.0,2.0
0.37,2.0,2.0,483.0,0,0,0,0,0,2,1.0,3.0,168.0,0.0,2.0,0.0
6.02,3.0,3.0,2892.006,0,0,0,0,0,2,2.0,3.0,131.0,0.0,2.0,3.0
13.5,16.0,16.0,2702.0,1,1,0,1,1,2,3.0,3.0,120.0,1.0,1.0,4.0
2.57,3.0,3.0,1630.0,1,0,0,0,0,2,3.0,4.0,140.0,0.0,0.0,1.0
2.0,3.0,3.0,1332.0,0,0,0,0,0,2,2.0,4.0,78.0,0.0,1.0,1.0
0.95,3.0,2.0,756.5945310000001,0,0,0,0,0,2,3.0,3.0,190.0,0.0,1.0,4.0
0.27,2.0,2.0,460.8,0,0,0,0,0,2,1.0,1.0,190.0,0.0,1.0,1.0
0.79,3.0,2.0,1038.4,0,0,0,0,0,2,2.0,1.0,177.0,0.0,0.0,1.0
1.68,3.0,3.0,2036.0,0,1,0,0,0,2,1.0,0.0,72.0,0.0,3.0,4.0
0.5,2.0,2.0,800.0,0,0,0,0,0,2,3.0,0.0,177.0,0.0,1.0,3.0
3.0,3.0,3.0,2200.0,0,0,0,0,1,0,3.0,3.0,77.0,0.0,1.0,1.0
5.49,4.0,5.0,3791.2,0,1,0,0,0,0,1.0,3.0,77.0,0.0,3.0,4.0
4.99,4.0,4.0,2432.0,0,1,1,1,0,2,3.0,0.0,88.0,1.0,1.0,4.0
0.5,1.0,1.0,336.91007,0,0,0,0,0,1,3.0,3.0,76.0,0.0,2.0,0.0
1.63,3.0,3.0,1161.0,0,1,0,0,1,2,1.0,1.0,151.0,0.0,1.0,3.0
1.95,3.0,3.0,1400.0,0,0,1,0,0,0,3.0,1.0,144.0,0.0,3.0,4.0
8.5,4.0,4.0,400.0,1,1,0,1,0,0,3.0,2.0,87.0,1.0,0.0,1.0
0.6,3.0,2.0,1077.0,0,0,0,0,0,2,1.0,0.0,63.0,0.0,2.0,1.0
0.25,1.0,1.0,600.096,0,0,0,0,0,2,2.0,3.0,190.0,0.0,1.0,0.0
2.0,3.0,3.0,1125.6,0,0,0,0,0,2,1.0,0.0,120.0,0.0,2.0,1.0
1.23,2.0,2.0,1080.0,1,0,0,0,0,2,3.0,3.0,151.0,0.0,1.0,3.0
3.3,4.0,5.0,2700.0,1,1,0,0,0,0,3.0,3.0,164.0,0.0,3.0,4.0
0.85,2.0,2.0,950.0,0,0,0,1,0,0,2.0,0.0,167.0,0.0,3.0,1.0
1.7,4.0,3.0,1900.0,0,0,0,0,0,0,3.0,3.0,152.0,0.0,1.0,3.0
1.65,3.0,3.0,1720.0,0,1,0,0,0,0,2.0,3.0,72.0,0.0,1.0,4.0
1.55,4.0,4.0,1750.0,0,1,0,1,0,0,2.0,0.0,170.0,0.0,3.0,4.0
1.12,3.0,3.0,1400.0,0,0,0,1,0,0,2.0,3.0,165.0,0.0,1.0,1.0
3.25,3.0,3.0,8811.0,1,0,0,0,0,2,3.0,2.0,96.0,1.0,2.0,3.0
3.35,1.0,1.0,1238.0,0,0,0,0,0,2,3.0,2.0,120.0,1.0,0.0,2.0
2.55,3.0,3.0,1400.0,0,0,0,0,1,0,1.0,3.0,92.0,0.0,3.0,3.0
1.75,3.0,4.0,1950.078,0,1,0,1,0,2,2.0,3.0,151.0,0.0,1.0,1.0
10.5,5.0,4.0,7327.56,0,0,0,0,0,2,3.0,3.0,71.0,1.0,2.0,4.0
0.75,3.0,3.0,1000.0,0,0,0,0,1,0,1.0,1.0,167.0,0.0,1.0,3.0
3.5,3.0,3.0,1800.0,1,0,0,0,0,2,3.0,3.0,145.0,0.0,2.0,1.0
1.07,4.0,3.0,2039.649,1,1,0,0,0,2,1.0,4.0,177.0,0.0,2.0,3.0
1.47,2.0,2.0,1150.0,1,0,0,0,0,2,3.0,1.0,140.0,0.0,1.0,1.0
1.72,3.0,3.0,1543.2,0,0,0,0,1,0,1.0,3.0,170.0,0.0,1.0,0.0
1.0,4.0,3.0,1826.15,0,0,0,0,0,2,0.0,3.0,149.0,0.0,0.0,2.0
1.55,3.0,3.0,1095.0,0,1,0,0,0,0,3.0,3.0,167.0,0.0,3.0,3.0
0.7,2.0,2.0,1505.053,0,0,0,0,0,2,2.0,3.0,71.0,0.0,0.0,1.0
9.5,9.0,9.0,2841.0,0,0,0,0,1,2,3.0,2.0,95.0,1.0,2.0,4.0
5.9,3.0,3.0,2690.4,1,0,0,0,0,1,1.0,0.0,144.0,0.0,0.0,3.0
2.36,3.0,3.0,1320.0,1,1,0,0,0,0,0.0,3.0,144.0,0.0,3.0,3.0
1.05,4.0,4.0,1676.0,1,0,0,0,0,2,3.0,1.0,168.0,0.0,2.0,4.0
