price,bedRoom,bathroom,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,floor_type,agePossession,sector,type,luxury,balcony
1.1,3.0,2.0,1800.0,0,0,0,0,0,2,1.0,2.0,174.0,0.0,1.0,3.0
12.5,5.0,6.0,4499.0,1,1,1,1,0,2,3.0,3.0,72.0,1.0,2.0,3.0
4.8,3.0,4.0,2200.0,0,1,0,1,1,0,1.0,3.0,131.0,0.0,3.0,4.0
0.78,2.0,2.0,1165.6,1,0,0,0,0,0,1.0,3.0,190.0,0.0,3.0,1.0
1.32,2.0,2.0,1240.0,0,0,0,0,0,2,1.0,3.0,66.0,0.0,3.0,1.0
1.2,2.0,2.0,900.0,1,0,0,0,0,2,0.0,1.0,105.0,0.0,1.0,1.0
1.75,4.0,3.0,1573.574541,1,1,1,1,0,2,1.0,3.0,176.0,0.0,3.0,4.0
0.45,3.0,2.0,950.0,0,0,0,0,0,0,3.0,3.0,68.0,0.0,1.0,0.0
1.0,2.0,2.0,845.0,0,0,0,0,0,0,3.0,1.0,69.0,0.0,0.0,4.0
1.0,2.0,2.0,1110.0,1,0,0,0,1,2,3.0,1.0,173.0,0.0,2.0,3.0
1.55,3.0,4.0,1022.5705,0,1,0,0,0,0,1.0,3.0,64.0,0.0,3.0,3.0
0.75,4.0,4.0,1734.104,0,0,0,0,0,2,3.0,3.0,177.0,0.0,2.0,4.0
1.13,3.0,3.0,1326.0,1,0,0,0,0,2,3.0,1.0,173.0,0.0,3.0,1.0
1.25,3.0,4.0,1800.0,0,1,0,0,0,0,1.0,3.0,169.0,0.0,3.0,1.0
2.3,3.0,4.0,1650.0,1,1,1,1,0,1,3.0,3.0,144.0,0.0,3.0,3.0
1.79,4.0,3.0,1598.4,0,0,0,0,1,0,2.0,3.0,111.0,0.0,1.0,3.0
1.83,4.0,4.0,2702.0,0,0,0,1,0,0,3.0,1.0,147.0,1.0,3.0,1.0
3.05,3.0,3.0,2432.0,1,1,0,1,1,1,3.0,0.0,10.0,1.0,3.0,1.0
1.98,3.0,4.0,2200.0,0,0,0,0,0,2,1.0,3.0,169.0,0.0,1.0,3.0
7.45,4.0,4.0,4000.0,0,1,0,0,0,0,3.0,2.0,127.0,1.0,2.0,3.0
0.2,1.0,1.0,474.046,0,0,0,0,0,2,3.0,1.0,190.0,0.0,2.0,0.0
1.8,3.0,3.0,1530.0,0,0,0,0,0,0,2.0,3.0,148.0,0.0,3.0,4.0
7.1,5.0,4.0,238.0,1,0,1,1,0,0,3.0,0.0,127.0,1.0,2.0,3.0
4.25,4.0,5.0,3642.4,1,0,0,0,0,0,2.0,0.0,124.0,0.0,2.0,4.0
1.01,2.0,2.0,1250.0,0,0,1,0,0,0,1.0,3.0,65.0,0.0,3.0,3.0
3.5,3.0,4.0,2200.0,0,1,0,0,0,2,1.0,3.0,145.0,0.0,2.0,3.0
3.6,4.0,4.0,1733.0,1,1,1,1,0,2,3.0,2.0,135.0,1.0,2.0,1.0
2.5,4.0,4.0,2800.0,1,1,0,1,0,0,3.0,2.0,15.0,0.0,0.0,4.0
0.63,2.0,2.0,907.2,1,0,0,0,0,2,3.0,3.0,165.0,0.0,2.0,4.0
1.95,4.0,4.0,1608.0,0,0,0,0,0,2,0.0,3.0,149.0,0.0,3.0,1.0
3.08,6.0,4.0,2700.76,0,0,0,0,0,2,3.0,0.0,74.0,1.0,0.0,1.0
1.4,3.0,3.0,1254.4,0,0,0,1,0,2,2.0,3.0,149.0,0.0,2.0,0.0
1.28,3.0,3.0,1500.0,1,0,0,0,0,0,3.0,3.0,165.0,0.0,3.0,3.0
3.9,6.0,6.0,1840.0,1,1,0,1,0,2,3.0,0.0,112.0,1.0,1.0,4.0
1.15,2.0,2.0,1056.0,1,0,0,0,0,2,0.0,3.0,70.0,0.0,0.0,3.0
5.0,5.0,7.0,5200.0,0,1,0,1,0,2,3.0,0.0,130.0,0.0,2.0,4.0
0.95,2.0,1.0,452.0,0,0,0,0,0,2,3.0,1.0,150.0,1.0,0.0,0.0
0.5,2.0,1.0,587.0,0,0,0,0,0,2,1.0,1.0,180.0,0.0,0.0,1.0
1.6,3.0,3.0,1543.2,0,0,0,1,0,2,2.0,3.0,170.0,0.0,2.0,0.0
2.65,3.0,3.0,124.0,0,0,0,0,0,2,1.0,1.0,171.0,0.0,2.0,4.0
0.9,4.0,5.0,170.0,0,0,0,0,1,2,3.0,1.0,195.0,1.0,0.0,3.0
0.83,3.0,2.0,1120.0,0,0,0,0,0,2,3.0,1.0,190.0,0.0,0.0,1.0
0.42,2.0,2.0,501.0,1,1,0,1,1,2,3.0,1.0,170.0,0.0,2.0,0.0
0.89,3.0,3.0,1620.0,0,0,0,1,0,2,1.0,3.0,168.0,0.0,2.0,3.0
3.0,3.0,3.0,1800.0,0,0,1,0,0,0,3.0,3.0,146.0,0.0,3.0,4.0
1.9,3.0,3.0,1337.6,0,0,0,0,0,2,0.0,4.0,157.0,0.0,2.0,1.0
1.4,2.0,2.0,1700.08,0,0,0,0,0,2,3.0,3.0,51.0,1.0,0.0,0.0
0.26,1.0,1.0,333.034,0,0,0,0,0,2,0.0,3.0,66.0,0.0,2.0,1.0
1.5,2.0,2.0,1350.0,0,0,0,0,0,0,1.0,1.0,161.0,0.0,1.0,4.0
1.6,8.0,5.0,500.0,0,0,0,0,0,2,3.0,2.0,94.0,1.0,0.0,4.0
1.1,2.0,2.0,1103.0,0,0,1,0,0,2,3.0,1.0,173.0,0.0,2.0,1.0
3.2,4.0,4.0,3225.156,0,0,0,0,0,2,1.0,1.0,180.0,0.0,0.0,2.0
2.3,3.0,3.0,1946.348,0,1,0,0,0,2,1.0,0.0,98.0,0.0,3.0,3.0
8.5,5.0,4.0,3240.0,0,1,0,1,0,0,3.0,0.0,121.0,1.0,1.0,1.0
1.6,4.0,4.0,2422.0,0,1,0,0,0,2,2.0,0.0,165.0,1.0,2.0,4.0
1.5,3.0,3.0,1022.5705,0,0,0,1,0,0,1.0,3.0,64.0,0.0,3.0,3.0
2.75,3.0,3.0,1650.0,0,0,0,0,1,0,3.0,2.0,125.0,1.0,2.0,0.0
1.45,2.0,2.0,1166.384,1,0,0,0,0,1,1.0,3.0,171.0,0.0,2.0,4.0
2.8,5.0,5.0,150.0,0,0,0,1,0,0,3.0,2.0,93.0,1.0,2.0,4.0
1.2,3.0,4.0,1130.0,0,1,0,0,0,2,1.0,3.0,69.0,0.0,3.0,4.0
0.22,1.0,2.0,301.28156099999995,0,0,0,0,0,2,3.0,1.0,66.0,0.0,2.0,1.0
6.0,5.0,6.0,2432.0,1,0,0,1,1,0,3.0,2.0,88.0,1.0,1.0,4.0
0.24,1.0,1.0,324.0,0,0,0,0,0,2,3.0,1.0,190.0,0.0,2.0,1.0
0.42,2.0,2.0,591.0,1,0,0,1,0,0,3.0,3.0,177.0,0.0,1.0,0.0
7.0,4.0,4.0,3000.0,0,1,0,0,0,2,3.0,2.0,127.0,1.0,3.0,1.0
0.62,2.0,2.0,523.0,0,0,0,0,0,2,3.0,3.0,147.0,0.0,2.0,1.0
0.55,2.0,2.0,480.0,0,0,0,0,0,2,3.0,1.0,111.0,0.0,1.0,3.0
1.3,2.0,2.0,1420.0,0,0,0,0,0,0,2.0,0.0,152.0,0.0,1.0,3.0
2.35,3.0,3.0,1320.0,1,1,0,0,0,0,3.0,3.0,144.0,0.0,3.0,3.0
1.05,2.0,2.0,1312.0,0,0,0,0,0,2,2.0,3.0,169.0,0.0,1.0,3.0
5.0,3.0,4.0,2900.0,0,1,0,0,0,0,1.0,2.0,131.0,0.0,0.0,3.0
1.22,2.0,2.0,916.0,0,0,1,0,0,2,2.0,3.0,169.0,0.0,2.0,3.0
3.0,4.0,4.0,2700.0,0,0,0,0,0,2,3.0,2.0,85.0,1.0,0.0,2.0
1.38,3.0,4.0,1696.0,0,1,0,0,0,2,1.0,3.0,169.0,0.0,2.0,1.0
1.9,4.0,4.0,2834.975,0,0,0,0,0,2,3.0,1.0,180.0,0.0,1.0,4.0
2.75,3.0,4.0,2557.0,0,0,0,0,0,2,3.0,0.0,124.0,0.0,1.0,4.0
1.8,3.0,3.0,2320.0,0,0,0,1,0,1,0.0,3.0,176.0,0.0,1.0,4.0
12.0,5.0,6.0,3154.0,0,1,1,0,0,0,3.0,3.0,145.0,1.0,3.0,4.0
4.16,5.0,4.0,2845.6000000000004,1,1,0,0,0,2,2.0,3.0,125.0,0.0,1.0,4.0
0.22,2.0,1.0,480.0,0,0,0,0,0,2,3.0,3.0,75.0,0.0,0.0,0.0
2.7,3.0,3.0,2109.0,0,1,0,0,0,0,2.0,3.0,164.0,0.0,1.0,3.0
9.85,5.0,5.0,3767.0,1,1,0,1,0,2,3.0,2.0,120.0,1.0,0.0,1.0
1.65,3.0,3.0,1460.0,0,0,0,0,0,2,2.0,1.0,171.0,0.0,2.0,3.0
0.45,3.0,3.0,750.0,0,0,0,0,0,2,1.0,3.0,177.0,0.0,0.0,0.0
1.67,3.0,2.0,1671.0,0,0,0,0,0,2,2.0,1.0,105.0,0.0,2.0,1.0
0.36,2.0,2.0,450.0,0,0,0,0,0,2,3.0,1.0,190.0,0.0,1.0,0.0
2.0,4.0,4.0,2100.0,0,0,0,0,1,0,1.0,3.0,134.0,0.0,1.0,3.0
2.85,4.0,4.0,1975.0,1,1,0,0,0,2,3.0,3.0,144.0,0.0,0.0,3.0
1.65,4.0,4.0,1891.2,0,1,0,0,0,2,2.0,0.0,176.0,0.0,2.0,4.0
1.25,3.0,3.0,1420.0,0,0,0,0,0,1,3.0,2.0,14.0,0.0,2.0,1.0
8.0,6.0,7.0,3595.0,1,1,1,1,0,0,3.0,0.0,146.0,1.0,3.0,4.0
1.25,4.0,4.0,2575.0,1,0,0,1,0,2,1.0,3.0,175.0,0.0,3.0,3.0
2.2,4.0,6.0,2300.0,0,1,0,0,0,0,3.0,3.0,65.0,0.0,2.0,4.0
0.5,2.0,2.0,716.0,0,0,0,0,0,2,3.0,3.0,175.0,0.0,0.0,1.0
1.8,3.0,3.0,1227.945712,0,1,1,0,0,0,1.0,1.0,147.0,0.0,3.0,3.0
0.74,2.0,2.0,1230.0,0,0,0,0,0,2,2.0,3.0,190.0,0.0,2.0,4.0
1.55,4.0,3.0,1800.0,0,0,0,0,1,0,2.0,3.0,111.0,0.0,3.0,4.0
0.95,2.0,2.0,849.0,1,0,0,0,1,2,1.0,4.0,190.0,0.0,2.0,4.0
0.65,4.0,2.0,581.0,0,0,0,0,0,2,3.0,0.0,114.0,1.0,0.0,1.0
3.35,3.0,4.0,1658.3294896,0,0,0,0,0,2,2.0,1.0,71.0,0.0,2.0,1.0
0.62,3.0,3.0,480.0,0,0,0,0,1,1,3.0,0.0,66.0,1.0,0.0,0.0
1.69,3.0,3.0,1586.4,0,0,0,0,0,2,1.0,3.0,160.0,0.0,3.0,1.0
3.45,4.0,4.0,2233.6,0,1,0,0,0,2,2.0,0.0,164.0,0.0,2.0,4.0
2.55,3.0,3.0,1936.8,0,0,0,0,0,0,3.0,3.0,120.0,1.0,2.0,1.0
2.6,2.0,2.0,554.1255719999999,0,0,0,0,0,2,1.0,1.0,190.0,0.0,1.0,1.0
7.69,4.0,5.0,3197.0,1,1,1,1,0,0,3.0,0.0,124.0,1.0,2.0,3.0
5.5,9.0,9.0,2709.0,0,1,0,1,1,0,3.0,0.0,130.0,1.0,0.0,4.0
2.45,4.0,4.0,2300.0,1,1,1,1,0,2,2.0,3.0,65.0,0.0,1.0,3.0
1.3,3.0,2.0,1152.0,0,0,0,0,0,2,3.0,3.0,178.0,1.0,1.0,0.0
6.5,4.0,4.0,5403.0,0,1,0,0,0,0,3.0,1.0,72.0,1.0,3.0,4.0
0.4,2.0,2.0,505.0,0,0,0,0,0,2,1.0,4.0,190.0,0.0,1.0,3.0
1.3,3.0,3.0,1910.0,0,1,0,0,0,2,3.0,1.0,173.0,0.0,1.0,4.0
6.5,4.0,4.0,1797.0,1,1,1,1,0,2,3.0,0.0,95.0,1.0,2.0,4.0
1.4,3.0,3.0,1701.0,0,0,0,1,0,2,3.0,1.0,165.0,1.0,2.0,1.0
6.0,4.0,5.0,2702.0,0,1,0,1,0,0,3.0,2.0,135.0,1.0,0.0,1.0
0.85,2.0,2.0,1144.0,1,0,0,0,0,2,1.0,3.0,165.0,0.0,3.0,1.0
2.08,3.0,3.0,1381.6,0,0,0,0,1,2,1.0,4.0,147.0,0.0,1.0,1.0
1.7,3.0,3.0,1320.0,0,0,0,0,0,2,2.0,3.0,72.0,0.0,2.0,3.0
2.22,3.0,3.0,1676.0,0,1,0,0,1,2,2.0,3.0,72.0,0.0,2.0,3.0
2.65,3.0,3.0,2350.0,0,1,0,0,0,2,3.0,0.0,127.0,0.0,3.0,4.0
6.3,5.0,6.0,3500.0,0,0,0,0,0,0,1.0,4.0,69.0,0.0,2.0,4.0
1.75,4.0,4.0,2181.6,0,1,0,1,0,2,2.0,3.0,175.0,0.0,2.0,4.0
0.8,4.0,4.0,904.0,0,0,0,0,0,2,3.0,2.0,49.0,1.0,0.0,2.0
0.25,1.0,1.0,317.985,0,0,0,0,0,2,0.0,3.0,70.0,0.0,1.0,2.0
1.51,3.0,3.0,1100.0,0,0,0,1,0,1,0.0,3.0,149.0,0.0,3.0,1.0
1.9,3.0,3.0,837.0,0,0,0,0,0,2,3.0,1.0,140.0,0.0,1.0,3.0
0.7,2.0,3.0,1001.0,0,0,1,1,0,2,3.0,3.0,100.0,1.0,0.0,0.0
10.0,6.0,6.0,3240.0,1,1,1,1,0,0,3.0,0.0,121.0,1.0,2.0,4.0
1.35,3.0,3.0,1204.0,0,0,0,0,0,2,1.0,3.0,160.0,0.0,3.0,1.0
11.0,5.0,5.0,3100.0,1,1,1,1,0,2,3.0,3.0,95.0,1.0,0.0,4.0
1.75,3.0,3.0,1800.0,0,1,0,0,0,1,1.0,2.0,124.0,0.0,2.0,3.0
1.64,3.0,3.0,1642.0,0,1,0,0,0,2,3.0,1.0,152.0,0.0,3.0,4.0
0.95,3.0,3.0,1600.0,0,0,0,0,0,2,2.0,2.0,88.0,0.0,1.0,3.0
1.38,3.0,3.0,1144.0,0,0,0,0,0,0,3.0,3.0,88.0,0.0,3.0,1.0
3.9,4.0,4.0,2150.0,0,1,0,0,1,2,2.0,3.0,154.0,0.0,1.0,4.0
3.75,4.0,5.0,2240.0,0,1,0,0,0,2,2.0,3.0,139.0,0.0,3.0,3.0
0.85,3.0,2.0,1260.941,0,0,0,0,0,2,2.0,3.0,177.0,0.0,0.0,1.0
6.4,6.0,6.0,348.0,0,0,0,0,1,2,3.0,2.0,81.0,1.0,1.0,4.0
0.75,3.0,3.0,1290.0,0,0,0,1,0,2,1.0,2.0,182.0,0.0,1.0,3.0
3.65,3.0,4.0,2241.6,0,1,0,0,0,0,2.0,3.0,77.0,0.0,3.0,4.0
1.65,4.0,4.0,1891.2,0,1,0,0,0,0,2.0,0.0,175.0,0.0,3.0,4.0
1.42,3.0,3.0,1320.0,0,0,1,0,0,1,3.0,0.0,124.0,0.0,3.0,3.0
1.2,3.0,3.0,867.2474229999999,1,0,0,1,0,0,2.0,3.0,160.0,0.0,3.0,3.0
1.95,3.0,3.0,1128.0567199999998,0,0,1,0,0,2,2.0,1.0,64.0,0.0,2.0,3.0
1.04,2.0,3.0,1392.8000000000002,0,0,1,0,0,2,3.0,3.0,169.0,0.0,3.0,4.0
1.2,3.0,3.0,1848.0,0,0,0,1,0,1,1.0,0.0,159.0,0.0,0.0,1.0
0.4,1.0,1.0,465.0,0,0,0,0,0,0,1.0,0.0,88.0,0.0,1.0,0.0
0.83,2.0,2.0,565.0,0,0,0,0,0,2,3.0,3.0,164.0,0.0,1.0,3.0
0.55,2.0,2.0,600.0,0,0,0,0,0,2,3.0,1.0,111.0,0.0,2.0,3.0
4.0,6.0,6.0,1840.0,1,1,0,1,1,0,3.0,2.0,112.0,1.0,3.0,4.0
3.0,4.0,5.0,2548.0,0,1,0,0,0,0,1.0,3.0,164.0,0.0,2.0,1.0
1.15,2.0,2.0,1260.0,1,0,0,0,0,2,2.0,3.0,168.0,0.0,0.0,3.0
1.3,2.0,2.0,894.0,0,0,0,0,0,2,2.0,3.0,169.0,0.0,3.0,3.0
1.15,2.0,2.0,961.0,0,0,0,1,0,2,2.0,3.0,169.0,0.0,2.0,3.0
4.49,5.0,5.0,3104.0,0,1,0,0,0,2,3.0,3.0,75.0,0.0,3.0,4.0
0.75,2.0,2.0,1020.0,0,0,0,0,1,0,2.0,3.0,167.0,0.0,2.0,1.0
0.78,2.0,2.0,1036.0,0,0,0,0,1,2,0.0,1.0,160.0,0.0,2.0,4.0
2.5,3.0,3.0,2132.0,0,1,0,0,0,1,3.0,3.0,164.0,0.0,2.0,1.0
1.91,2.0,2.0,1150.0,0,0,0,0,0,1,2.0,1.0,98.0,0.0,2.0,1.0
1.58,3.0,4.0,2048.0,0,1,0,0,0,2,1.0,3.0,169.0,0.0,3.0,3.0
0.48,2.0,2.0,670.0,0,0,0,0,0,2,1.0,3.0,179.0,0.0,0.0,1.0
1.8,4.0,4.0,2344.0,0,1,0,1,0,2,1.0,0.0,176.0,0.0,2.0,4.0
1.25,3.0,4.0,1184.0,1,0,0,0,0,2,0.0,3.0,170.0,0.0,1.0,3.0
2.3,4.0,4.0,1442.0,0,0,0,0,0,0,3.0,2.0,114.0,1.0,0.0,3.0
1.1,2.0,2.0,1160.0,1,0,0,0,0,2,1.0,3.0,152.0,0.0,1.0,1.0
1.3,3.0,3.0,1791.0,0,0,0,0,0,2,3.0,3.0,171.0,0.0,2.0,4.0
0.85,5.0,5.0,603.0,0,0,0,0,0,2,3.0,1.0,20.0,1.0,0.0,4.0
5.7,4.0,5.0,5403.0,1,1,1,1,0,2,3.0,3.0,72.0,1.0,3.0,4.0
2.5,3.0,3.0,1461.6,0,0,0,0,0,2,2.0,3.0,64.0,0.0,3.0,3.0
2.12,3.0,3.0,1257.0,1,1,0,1,1,1,1.0,3.0,164.0,0.0,1.0,4.0
1.35,3.0,3.0,1543.2,0,0,0,0,0,2,1.0,3.0,170.0,0.0,3.0,0.0
1.85,3.0,4.0,2050.0,0,1,0,0,0,2,1.0,2.0,134.0,0.0,2.0,3.0
1.15,3.0,3.0,1550.0,0,1,0,1,0,0,2.0,3.0,69.0,0.0,3.0,3.0
8.9,4.0,4.0,2702.0,1,1,1,1,0,2,3.0,2.0,96.0,1.0,2.0,4.0
5.2,4.0,5.0,4000.0,0,0,0,0,0,2,3.0,0.0,88.0,1.0,0.0,1.0
1.55,3.0,4.0,1536.0,0,1,0,0,0,2,3.0,2.0,88.0,0.0,2.0,4.0
0.65,2.0,2.0,1080.0,1,0,0,0,0,2,3.0,3.0,175.0,0.0,2.0,3.0
2.4,3.0,4.0,2100.0,1,0,0,0,0,0,3.0,3.0,64.0,0.0,1.0,4.0
2.61,3.0,3.0,2000.0,1,1,0,0,0,2,2.0,3.0,64.0,0.0,0.0,3.0
0.36,2.0,2.0,463.0,0,0,0,1,0,2,3.0,0.0,67.0,1.0,0.0,0.0
2.03,3.0,4.0,1795.2,0,1,0,0,0,2,1.0,3.0,160.0,0.0,3.0,4.0
3.3,1.0,1.0,1238.0,0,0,0,0,0,2,3.0,4.0,120.0,1.0,0.0,2.0
1.0,2.0,2.0,1103.0,1,0,0,0,0,2,3.0,1.0,173.0,0.0,1.0,1.0
0.5,3.0,2.0,597.0,0,0,0,0,0,2,3.0,3.0,171.0,0.0,0.0,1.0
0.45,3.0,2.0,900.0,0,0,0,0,0,2,3.0,2.0,150.0,1.0,0.0,2.0
0.42,2.0,2.0,569.302671,1,0,0,0,0,0,2.0,1.0,179.0,0.0,2.0,1.0
0.64,2.0,2.0,850.0,0,0,0,0,0,0,3.0,0.0,13.0,0.0,1.0,0.0
3.3,3.0,4.0,1600.0,0,1,0,0,0,1,2.0,1.0,154.0,0.0,3.0,4.0
1.6,3.0,3.0,1396.0,0,0,0,0,0,2,1.0,3.0,72.0,0.0,2.0,3.0
1.37,3.0,3.0,1565.0,1,1,0,1,0,0,2.0,3.0,165.0,0.0,3.0,3.0
2.0,4.0,5.0,1850.0,0,1,0,0,0,0,1.0,0.0,151.0,0.0,2.0,4.0
1.55,3.0,3.0,1300.0,0,0,0,0,1,1,2.0,3.0,170.0,0.0,3.0,4.0
1.75,2.0,2.0,1258.4,1,0,0,0,0,2,1.0,3.0,78.0,0.0,2.0,3.0
1.95,3.0,3.0,1400.0,0,0,0,1,0,0,1.0,1.0,64.0,0.0,3.0,3.0
3.25,4.0,4.0,4328.0,0,1,0,0,0,0,4.0,2.0,105.0,0.0,3.0,4.0
8.5,5.0,6.0,6296.0,1,1,1,1,0,0,1.0,3.0,154.0,1.0,3.0,4.0
1.2,3.0,3.0,1544.0,0,0,0,0,0,2,2.0,3.0,175.0,0.0,1.0,4.0
4.5,3.0,3.0,1345.0,0,0,0,1,0,0,3.0,2.0,96.0,1.0,2.0,1.0
2.1,2.0,2.0,1048.0,0,0,0,0,0,2,2.0,1.0,144.0,0.0,3.0,1.0
2.0,4.0,4.0,2104.0,0,1,0,1,0,2,2.0,3.0,72.0,0.0,2.0,1.0
1.9,3.0,4.0,1218.042924,0,1,0,0,0,0,1.0,1.0,158.0,0.0,1.0,4.0
0.32,2.0,3.0,300.0,0,0,0,0,0,2,3.0,3.0,162.0,1.0,0.0,0.0
1.35,3.0,3.0,1600.0,0,0,0,0,1,0,1.0,2.0,134.0,0.0,2.0,3.0
2.25,4.0,4.0,2875.0,0,1,0,0,0,1,1.0,2.0,121.0,0.0,0.0,1.0
4.1,4.0,5.0,1752.0,1,1,0,0,0,1,2.0,1.0,71.0,0.0,2.0,3.0
0.7,3.0,3.0,1259.899,0,0,0,0,0,2,2.0,4.0,177.0,0.0,1.0,1.0
4.02,3.0,3.0,2295.0,0,0,0,0,0,2,3.0,4.0,137.0,0.0,1.0,0.0
18.9,6.0,8.0,4520.0,1,1,1,1,0,0,3.0,3.0,96.0,1.0,3.0,1.0
4.3,3.0,4.0,2100.0,0,1,0,0,1,1,1.0,3.0,92.0,0.0,3.0,4.0
0.85,1.0,1.0,1000.68,0,0,0,0,0,2,3.0,0.0,100.0,1.0,0.0,2.0
3.35,4.0,4.0,2692.0,1,1,0,0,0,0,2.0,3.0,78.0,0.0,3.0,4.0
0.7,3.0,3.0,1153.0,0,0,0,1,0,2,3.0,3.0,190.0,0.0,3.0,3.0
1.9,3.0,3.0,1580.0,0,1,0,0,0,0,1.0,0.0,154.0,0.0,1.0,3.0
5.0,3.0,3.0,3000.0,0,1,0,0,0,0,3.0,3.0,144.0,0.0,3.0,3.0
2.82,3.0,3.0,2200.0,0,1,0,0,0,0,3.0,3.0,139.0,0.0,3.0,3.0
1.68,4.0,4.0,1608.0,0,0,0,0,0,2,1.0,3.0,149.0,0.0,3.0,1.0
8.31,5.0,6.0,3433.0,1,1,1,1,0,2,3.0,2.0,135.0,1.0,1.0,4.0
3.75,3.0,5.0,2241.6,0,1,0,0,0,0,2.0,3.0,77.0,0.0,1.0,4.0
0.48,2.0,2.0,498.0,0,0,0,0,0,0,2.0,3.0,164.0,0.0,0.0,0.0
0.7,2.0,2.0,1040.0,1,0,0,0,0,2,2.0,1.0,175.0,0.0,0.0,3.0
1.25,3.0,4.0,1100.0,0,0,0,0,0,0,2.0,3.0,178.0,0.0,2.0,1.0
1.38,2.0,2.0,1150.0,1,0,0,0,0,2,1.0,1.0,78.0,0.0,3.0,3.0
4.0,4.0,4.0,2400.0,0,1,0,0,0,2,3.0,0.0,88.0,1.0,0.0,4.0
1.0,3.0,5.0,1620.0,0,1,0,0,1,2,2.0,4.0,111.0,0.0,0.0,3.0
0.28,2.0,2.0,480.0,0,0,0,0,0,2,3.0,3.0,2.0,0.0,1.0,0.0
2.35,3.0,4.0,1548.0,0,1,0,0,0,0,2.0,0.0,146.0,0.0,3.0,4.0
1.4,2.0,2.0,1200.0,0,0,0,0,0,2,0.0,3.0,64.0,0.0,2.0,3.0
0.99,3.0,4.0,1495.0,0,1,0,1,0,2,3.0,3.0,65.0,0.0,3.0,4.0
2.6,3.0,3.0,2129.053,0,1,0,0,0,2,2.0,3.0,169.0,0.0,1.0,3.0
1.6,3.0,3.0,1575.0,0,1,0,0,1,2,3.0,1.0,152.0,0.0,2.0,3.0
1.2,3.0,3.0,958.0,0,0,1,1,0,2,3.0,1.0,173.0,0.0,3.0,3.0
2.3,3.0,3.0,1257.0,1,1,0,1,1,1,2.0,3.0,164.0,0.0,1.0,4.0
4.7,4.0,4.0,5540.8,0,1,0,0,0,0,4.0,3.0,164.0,0.0,3.0,4.0
5.0,3.0,3.0,2249.0,0,0,0,0,0,2,3.0,0.0,81.0,1.0,0.0,3.0
0.95,5.0,3.0,1301.96,0,0,0,0,0,2,3.0,0.0,74.0,1.0,0.0,2.0
1.35,3.0,3.0,1345.0,0,0,0,0,1,0,3.0,2.0,120.0,0.0,2.0,3.0
0.85,2.0,2.0,1050.0,0,0,0,0,0,0,1.0,3.0,168.0,0.0,0.0,3.0
1.31,2.0,2.0,1293.6,1,0,0,0,0,2,3.0,3.0,171.0,0.0,2.0,4.0
1.15,2.0,2.0,1000.0,0,0,0,1,0,2,3.0,1.0,152.0,0.0,3.0,3.0
8.0,5.0,5.0,5200.0,1,1,0,1,1,1,3.0,2.0,95.0,0.0,0.0,4.0
1.35,3.0,3.0,1400.0,0,0,0,0,1,0,3.0,2.0,134.0,0.0,3.0,4.0
1.6,3.0,3.0,1262.4,0,0,0,1,0,2,0.0,3.0,149.0,0.0,3.0,1.0
0.56,2.0,2.0,822.0,0,0,0,0,0,2,3.0,1.0,190.0,0.0,2.0,3.0
1.3,3.0,3.0,2288.0,0,0,0,0,0,0,1.0,3.0,167.0,0.0,2.0,0.0
2.25,3.0,3.0,2100.0,0,1,0,0,0,1,2.0,3.0,166.0,0.0,2.0,4.0
0.42,2.0,2.0,531.0,0,0,0,0,0,2,3.0,1.0,106.0,0.0,0.0,0.0
8.8,4.0,4.0,2399.48,0,1,1,1,0,2,3.0,3.0,145.0,1.0,2.0,4.0
0.3,2.0,2.0,550.0,0,0,0,0,0,2,3.0,1.0,181.0,0.0,1.0,0.0
2.72,4.0,4.0,2001.0,0,1,0,1,0,0,0.0,3.0,146.0,0.0,3.0,4.0
0.55,2.0,2.0,1200.0,0,0,0,0,0,2,3.0,0.0,38.0,1.0,0.0,2.0
1.6,3.0,3.0,1450.0,0,1,0,0,0,0,1.0,3.0,177.0,0.0,2.0,3.0
16.0,5.0,6.0,4499.0,0,0,0,0,0,2,3.0,2.0,96.0,1.0,0.0,3.0
0.82,3.0,2.0,2100.0,0,0,0,0,0,2,3.0,0.0,191.0,1.0,0.0,0.0
6.0,4.0,4.0,2300.0,0,1,0,0,0,0,2.0,2.0,120.0,0.0,3.0,4.0
5.5,9.0,9.0,4198.0,0,1,0,0,1,0,3.0,0.0,93.0,1.0,0.0,4.0
3.5,10.0,1.0,2248.84,0,0,0,0,0,2,3.0,1.0,74.0,1.0,0.0,2.0
6.75,4.0,4.0,1534.0,0,1,0,0,0,1,1.0,0.0,132.0,0.0,3.0,1.0
5.0,3.0,3.0,2700.0,0,1,0,1,0,0,4.0,3.0,144.0,0.0,3.0,4.0
0.21,1.0,1.0,302.0,0,0,0,0,0,2,0.0,3.0,177.0,0.0,2.0,0.0
1.52,2.0,2.0,763.96,0,0,0,0,0,2,3.0,2.0,86.0,1.0,0.0,0.0
0.99,4.0,4.0,581.0,0,0,0,0,0,2,3.0,3.0,123.0,1.0,0.0,3.0
1.9,4.0,4.0,2300.0,0,1,1,0,0,0,2.0,3.0,175.0,0.0,3.0,4.0
0.55,2.0,2.0,1130.0,1,0,0,0,0,2,2.0,1.0,179.0,0.0,2.0,1.0
